yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs,jsdm,jxlmc
船舶海洋与建筑工程学院,许金泉,教授                    ,专业导论（B类）                                   ,001-(2017-2018-2)NA103(教学班),16,1,"行课安排为第1-8周,其中:
星期二  第1节--第2节
下院310(1-8周) 许金泉(1-8周)",限工程力学                                                                                                                                                                                                                                                          ,2016,2017-2018,2,19,下院310,闵行下院        
船舶海洋与建筑工程学院,周岱,教授                    ,土木工程探秘与实践                                ,001-(2017-2018-2)CV006(教学班),32,2,"行课安排为第1-8周,其中:
星期一  第9节--第10节
东中院1-202(1-8周) 韩兆龙(1-8周)
东中院1-202(1-8周) 周岱(1-8周)
星期五  第9节--第10节
东中院1-202(1-8周) 韩兆龙(1-8周)
东中院1-202(1-8周) 周岱(1-8周)",                                                                                                                                                                                                                                                                    ,0,2017-2018,2,39,东中院1-202,闵行东中院      
船舶海洋与建筑工程学院,周岱,教授                    ,建筑结构抗震                                      ,001-(2017-2018-2)CV405(教学班),32,2,"行课安排为第1-8周,其中:
星期二  第7节--第8节
东中院1-201(1-8周) 段海娟(1-8周)
东中院1-201(1-8周) 周岱(1-8周)
星期五  第7节--第8节
东中院1-201(1-8周) 段海娟(1-8周)
东中院1-201(1-8周) 周岱(1-8周)",限土木工程，周岱1-4周；段海娟5-8周,2015,2017-2018,2,37,东中院1-201,闵行东中院      
船舶海洋与建筑工程学院,连之伟,教授                    ,人与室内环境                                      ,001-(2017-2018-2)SP012(教学班),32,2,"行课安排为第5-13周,其中:
星期二  第11节--第13节
下院310(5-13周) 连之伟(5-13周)",仅限大一新生                                                                                                                                                                                                                                                        ,2017,2017-2018,2,26,下院310,闵行下院        
船舶海洋与建筑工程学院,李四平,副教授                  ,理论力学（D类）                                   ,001-(2017-2018-2)EM001(教学班),81,4.5,"行课安排为第3-14周,其中:
星期二  第11节--第13节
上院205(3-14周) 李四平(3-14周)
星期五  第11节--第13节
上院205(3-14周) 李四平(3-14周)",重修班，仅供不及格同学修读                                                                                                                                                                                                                                          ,2017,2017-2018,2,22,上院205,闵行上院        
船舶海洋与建筑工程学院,徐永福,教授                    ,地基处理                                          ,001-(2017-2018-2)CV350(教学班),32,2,"行课安排为第1-8周,其中:
星期一  第3节--第4节
东中院1-201(1-8周) 徐永福(1-8周)
星期四  第1节--第2节
东中院1-201(1-8周) 徐永福(1-8周)",限土木工程                                                                                                                                                                                                                                                          ,2015,2017-2018,2,23,东中院1-201,闵行东中院      
船舶海洋与建筑工程学院,邓德衡,副研究员                ,船舶原理实验                                      ,002-(2017-2018-2)NA329(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第7节--第8节
 不安排教室 邓德衡(1-16周)",两个平行班同个时间段，实验分组，每组10~20人；合上老师：蒋志鹏、代燚、王飞、董小倩、顾解忡、彭涛；限国航专业,2015,2017-2018,2,11,,
船舶海洋与建筑工程学院,邓德衡,副研究员                ,船舶原理实验                                      ,001-(2017-2018-2)NA329(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第7节--第8节
 不安排教室 邓德衡(1-16周)",两个平行班同个时间段，实验分组，每组10~20人；合上老师：蒋志鹏、代燚、王飞、董小倩、顾解忡、彭涛；限船工专业,2015,2017-2018,2,62,,
船舶海洋与建筑工程学院,夏利娟,副教授                  ,船体构造与制图                                    ,002-(2017-2018-2)NA232(教学班),48,3,"行课安排为第1-16周,其中:
星期一  第3节--第5节
下院310(1-16周) 夏利娟(1-16周)",中文授课，限船工、轮机方向，13－16周在制图教室上课，中院305、306、307已借,2016,2017-2018,2,30,下院310,闵行下院        
船舶海洋与建筑工程学院,夏利娟,副教授                  ,船体振动                                          ,001-(2017-2018-2)NA323(教学班),32,2,"行课安排为第1-11周,其中:
星期五  第3节--第5节
中院105(1-11周) 夏利娟(1-11周)",限船工专业                                                                                                                                                                                                                                                          ,2015,2017-2018,2,60,中院105,闵行中院        
船舶海洋与建筑工程学院,沈水龙,教授                    ,基础工程实例分析                                  ,001-(2017-2018-2)CV353(教学班),32,2,"行课安排为第9-16周,其中:
星期三  第1节--第2节
东中院1-201(9-16周) 侯东伟(9-16周)
东中院1-201(9-16周) 沈水龙(9-16周)
星期五  第3节--第4节
东中院1-201(9-16周) 侯东伟(9-16周)
东中院1-201(9-16周) 沈水龙(9-16周)",限土木工程，沈水龙（24学时）；侯东伟（8学时）,2015,2017-2018,2,30,东中院1-201,闵行东中院      
船舶海洋与建筑工程学院,刘小凯,工程师                  ,数字化设计                                        ,001-(2017-2018-2)CS130(教学班),48,3,"行课安排为第1-16周,其中:
星期五  第6节--第8节
东中院1-105(1-16周) 刘小凯(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2017-2018,2,21,,
船舶海洋与建筑工程学院,邹早建,教授                    ,船舶原理（2－推进、操纵与耐波）,002-(2017-2018-2)NA328(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第7节--第8节
中院105(1-16周) 邹早建(1-16周)
中院105(1-16周) 杨晨俊(1-16周)
中院105(1-16周) 马宁(1-16周)
星期四  第7节--第8节
中院105(1-16周) 邹早建(1-16周)
中院105(1-16周) 杨晨俊(1-16周)
中院105(1-16周) 马宁(1-16周)",全英文授课；限船工专业；李巍、顾解忡合上                                                                                                                                                                                                                            ,2015,2017-2018,2,20,中院105,闵行中院        
船舶海洋与建筑工程学院,邹早建,教授                    ,船舶原理（2－推进、操纵与耐波）,001-(2017-2018-2)NA328(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
中院105(1-16周) 邹早建(1-16周)
中院105(1-16周) 杨晨俊(1-16周)
中院105(1-16周) 顾解忡(1-16周)
星期四  第3节--第4节
中院105(1-16周) 邹早建(1-16周)
中院105(1-16周) 杨晨俊(1-16周)
中院105(1-16周) 顾解忡(1-16周)",部分双语授课；限船工专业；李巍、马宁合上                                                                                                                                                                                                                            ,2015,2017-2018,2,43,中院105,闵行中院        
船舶海洋与建筑工程学院,黄树新,副教授                  ,工程流体力学（A类）                               ,001-(2017-2018-2)EM003(教学班),51,3,"行课安排为第1-12周,其中:
星期一  第3节--第4节
中院107(1-12周) 黄树新(1-12周)
星期四  第3节--第4节
中院107(1-12周) 黄树新(1-12周)",                                                                                                                                                                                                                                                                    ,2016,2017-2018,2,31,中院107,闵行中院        
船舶海洋与建筑工程学院,宋振森,副教授                  ,土木工程制图（B类）                               ,002-(2017-2018-2)CV212(教学班),48,3,"行课安排为第1-12周,其中:
星期一  第7节--第8节
下院411(1-12周) 宋振森(1-12周)
下院411(1-12周) 邱国志(1-12周)
星期四  第7节--第8节
下院411(1-12周) 宋振森(1-12周)
下院411(1-12周) 邱国志(1-12周)",限土木系二年级学生选                                                                                                                                                                                                                                                ,2016,2017-2018,2,41,下院411,闵行下院        
船舶海洋与建筑工程学院,马文军,副教授                  ,建筑设计及原理（3-2）,002-(2017-2018-2)AR413(教学班),128,8,"行课安排为第1-16周,其中:
星期一  第7节--第10节
 不安排教室 马文军(1-16周)
 不安排教室 王林(1-16周)
 不安排教室 吴建(1-16周)
 不安排教室 张炯(1-16周)
星期四  第7节--第10节
 不安排教室 马文军(1-16周)
 不安排教室 王林(1-16周)
 不安排教室 吴建(1-16周)
 不安排教室 张炯(1-16周)",建筑学专用教室。周一、周四下午7-10节,2014,2017-2018,2,36,,
船舶海洋与建筑工程学院,吕爱民,副教授                  ,建筑设计及原理（2-2）,001-(2017-2018-2)AR315(教学班),128,8,"行课安排为第1-16周,其中:
星期一  第7节--第10节
 不安排教室 吕爱民(1-16周)
 不安排教室 张健(1-16周)
 不安排教室 蔡军(1-16周)
 不安排教室 刘杰(1-16周)
星期四  第7节--第10节
 不安排教室 吕爱民(1-16周)
 不安排教室 张健(1-16周)
 不安排教室 蔡军(1-16周)
 不安排教室 刘杰(1-16周)",建筑学专用教室上课。周一、周四下午7-10节。,2015,2017-2018,2,22,,
船舶海洋与建筑工程学院,陈俐,副教授                  ,毕业设计（论文）（船舶与海洋工程）                ,001-(2017-2018-2)BS004(教学班),221,13,"行课安排为第1-16周,其中:
星期六  第1节--第1节
 不安排教室 陈俐(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2017-2018,2,67,,
船舶海洋与建筑工程学院,陈俐,副教授                  ,力学仿生——启示与探索                            ,001-(2017-2018-2)ME905(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第9节--第10节
东中院1-103(1-16周) 陈俐(1-16周)
东中院1-103(1-16周) 林志良(1-16周)",                                                                                                                                                                                                                                                                    ,0,2017-2018,2,22,东中院1-103,闵行东中院      
船舶海洋与建筑工程学院,邓雪原,高级工程师              ,结构概念设计                                      ,001-(2017-2018-2)CV306(教学班),32,2,"行课安排为第1-8周,其中:
星期三  第1节--第2节
东中院1-201(1-8周) 邓雪原(1-8周)
星期五  第3节--第4节
东中院1-201(1-8周) 邓雪原(1-8周)","限土木工程,双语授课                                                                                                                                                                                                                                                 ",2015,2017-2018,2,27,东中院1-201,闵行东中院      
船舶海洋与建筑工程学院,黄淑萍,副教授                  ,国际航运认识实习                                  ,001-(2017-2018-2)TR203(教学班),16,1,"行课安排为第23-24周,其中:
星期日  第1节--第2节
 不安排教室 黄淑萍(23-24周)",虚拟时间，暑假实习                                                                                                                                                                                                                                                  ,2016,2017-2018,2,24,,
船舶海洋与建筑工程学院,黄淑萍,副教授                  ,租船运营管理与实务                                ,001-(2017-2018-2)TR308(教学班),32,2,"行课安排为第1-16周,其中:
星期五  第7节--第8节
中院202(1-16周) 黄淑萍(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2017-2018,2,23,中院202,闵行中院        
船舶海洋与建筑工程学院,余龙,副教授                  ,船体构造与制图                                    ,003-(2017-2018-2)NA232(教学班),48,3,"行课安排为第1-16周,其中:
星期一  第3节--第5节
下院509(1-16周) 余龙(1-16周)",英文授课，限船工、轮机、国航方向，13－16周在制图教室上课，中院305、306、307已借,2016,2017-2018,2,33,,
船舶海洋与建筑工程学院,黄超,高级工程师              ,生产实习（船舶与海洋工程）                        ,001-(2017-2018-2)XP419(教学班),68,4,"行课安排为第1-16周,其中:
星期日  第1节--第4节
 不安排教室 冯永军(1-16周)
 不安排教室 黄超(1-16周)
 不安排教室 刘亚东(1-16周)",虚拟时间，暑假进行；限船工专业                                                                                                                                                                                                                                      ,2015,2017-2018,2,63,,
船舶海洋与建筑工程学院,万德成,教授                    ,船舶流体力学                                      ,002-(2017-2018-2)NA235(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第7节--第8节
下院404(1-16周) 万德成(1-16周)
下院404(1-16周) 邹璐(1-16周)
下院404(1-16周) 顾解忡(1-16周)
星期四  第1节--第2节
下院404(1-16周) 万德成(1-16周)
下院404(1-16周) 邹璐(1-16周)
下院404(1-16周) 顾解忡(1-16周)",中文授课，限船工方向，谢彬老师参与助教工作                                                                                                                                                                                                                          ,2016,2017-2018,2,20,下院404,闵行下院        
船舶海洋与建筑工程学院,张景新,副教授                  ,流体力学（D类）                                   ,001-(2017-2018-2)AV203(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第7节--第8节
下院410(1-16周) 张景新(1-16周)
星期四  第9节--第10节
下院410(1-16周) 张景新(1-16周)",                                                                                                                                                                                                                                                                    ,2016,2017-2018,2,18,下院410,闵行下院        
船舶海洋与建筑工程学院,陈锦剑,教授                    ,基坑工程（A类）                                   ,001-(2017-2018-2)CV300(教学班),48,3,"行课安排为第9-16周,其中:
星期二  第7节--第8节
东中院1-201(9-16周) 陈锦剑(9-16周)
星期四  第1节--第2节
东中院1-201(9-16周) 陈锦剑(9-16周)",限土木工程                                                                                                                                                                                                                                                          ,2015,2017-2018,2,36,东中院1-201,闵行东中院      
船舶海洋与建筑工程学院,徐航,副研究员                ,海洋学导论                                        ,003-(2017-2018-2)OC901(教学班),32,2,"行课安排为第1-11周,其中:
星期二  第11节--第13节
东中院1-303(1-11周) 徐航(1-11周)",除船舶与海洋工程专业外的其他专业本科生                                                                                                                                                                                                                              ,0,2017-2018,2,30,东中院1-303,闵行东中院      
船舶海洋与建筑工程学院,徐航,副研究员                ,海洋学导论                                        ,005-(2017-2018-2)OC901(教学班),32,2,"行课安排为第19-22周,其中:
星期一  第7节--第9节
东下院402(19-22周) 徐航(19-22周)
星期三  第7节--第9节
东下院402(19-22周) 徐航(19-22周)
星期五  第7节--第9节
东下院402(19-22周) 徐航(19-22周)",夏季学期，除船舶与海洋工程专业外本科生                                                                                                                                                                                                                              ,0,2017-2018,2,60,东下院402,闵行东下院      
船舶海洋与建筑工程学院,陈军,讲师(高校)              ,弹性力学                                          ,001-(2017-2018-2)EM351(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第3节--第4节
东中院1-201(1-16周) 陈军(1-16周)",限土木工程                                                                                                                                                                                                                                                          ,2015,2017-2018,2,43,东中院1-201,闵行东中院      
船舶海洋与建筑工程学院,陈鑫,副研究员                ,计算流体力学与程序设计                            ,001-(2017-2018-2)EM311(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第1节--第2节
东中院1-203(1-16周) 陈鑫(1-16周)
东中院1-203(1-16周) 李杰(1-16周)
星期四  第7节--第8节
东中院1-203(1-16周) 陈鑫(1-16周)
东中院1-203(1-16周) 李杰(1-16周)",限工程力学专业，李杰（1-8周）；陈鑫（9-16周）,2015,2017-2018,2,20,东中院1-203,闵行东中院      
船舶海洋与建筑工程学院,高圣彬,副教授                  ,钢结构课程设计                                    ,001-(2017-2018-2)CV441(教学班),34,2,"行课安排为第1-2周,其中:
星期一  第1节--第4节
 不安排教室 高圣彬(1-2周)
 不安排教室 宋振森(1-2周)
星期三  第1节--第4节
 不安排教室 高圣彬(1-2周)
 不安排教室 宋振森(1-2周)
星期四  第1节--第4节
 不安排教室 高圣彬(1-2周)
 不安排教室 宋振森(1-2周)
星期五  第1节--第4节
 不安排教室 高圣彬(1-2周)
 不安排教室 宋振森(1-2周)",限土木工程，安排在学院机房上课，高圣彬（16学时）；宋振森（16学时）,2014,2017-2018,2,24,,
船舶海洋与建筑工程学院,吕海宁,副教授                  ,现代造船技术                                      ,001-(2017-2018-2)NA341(教学班),43,2.5,"行课安排为第1-14周,其中:
单周
星期三  第3节--第4节
中院105(1-13周) 吕海宁(1-13周)
中院105(1-13周) 柳存根(1-13周)
中院105(1-13周) 汪学锋(1-13周)
星期五  第1节--第2节
中院105(1-13周) 吕海宁(1-13周)
中院105(1-13周) 柳存根(1-13周)
中院105(1-13周) 汪学锋(1-13周)
双周
星期三  第3节--第4节
中院105(2-14周) 吕海宁(2-14周)
中院105(2-14周) 柳存根(2-14周)
中院105(2-14周) 汪学锋(2-14周)",中文班                                                                                                                                                                                                                                                              ,2015,2017-2018,2,40,中院105,闵行中院        
船舶海洋与建筑工程学院,吕海宁,副教授                  ,船舶与海洋工程试验研究                            ,001-(2017-2018-2)NA403(教学班),51,3,"行课安排为第1-16周,其中:
星期五  第7节--第9节
东中院4-201(1-16周) 吕海宁(1-16周)
东中院4-201(1-16周) 田新亮(1-16周)",9-16周做实验，不在教室上课；限船工、轮机专业，合班上；,2015,2017-2018,2,80,东中院4-201,闵行东中院      
船舶海洋与建筑工程学院,周拥军,讲师(高校)              ,工程测量                                          ,001-(2017-2018-2)CV103(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第1节--第2节
下院411(1-16周) 周拥军(1-16周)",限土木工程专业                                                                                                                                                                                                                                                      ,2016,2017-2018,2,42,下院411,闵行下院        
船舶海洋与建筑工程学院,周拥军,讲师(高校)              ,测量实习                                          ,001-(2017-2018-2)CV214(教学班),32,2,"行课安排为第23-24周,其中:
星期六  第1节--第2节
 不安排教室 周拥军(23-24周)",限土木工程，暑假                                                                                                                                                                                                                                                    ,2016,2017-2018,2,40,,
船舶海洋与建筑工程学院,杨建民,教授                    ,船舶与海洋工程导论                                ,001-(2017-2018-2)NA233(教学班),32,2,"行课安排为第1-16周,其中:
星期五  第9节--第10节
下院211(1-16周) 杨建民(1-16周)
下院211(1-16周) 李欣(1-16周)
下院211(1-16周) 孟帅(1-16周)",限船工、轮机方向                                                                                                                                                                                                                                                    ,2016,2017-2018,2,72,,
船舶海洋与建筑工程学院,余征跃,高级工程师              ,力学创新实验                                      ,001-(2017-2018-2)AV018(教学班),32,2,"行课安排为第1-16周,其中:
星期四  第9节--第10节
东上院303(1-16周) 余征跃(1-16周)",第1周多媒体教室，第2周-16周力学实验中心。,0,2017-2018,2,22,东上院303,闵行东上院      
船舶海洋与建筑工程学院,余征跃,高级工程师              ,工程力学实验（A类）                               ,001-(2017-2018-2)EM007(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第9节--第10节
下院106(1-16周) 余征跃(1-1周)
 不安排教室 余征跃(2-16周)",第一周绪论课在多媒体教室上课，第二周开始实验室做实验                                                                                                                                                                                                                ,2016,2017-2018,2,16,,
船舶海洋与建筑工程学院,余征跃,高级工程师              ,工程力学实验（A类）                               ,001-(2017-2018-2)EM007(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第9节--第10节
下院106(1-16周) 余征跃(1-1周)
 不安排教室 余征跃(2-16周)",第一周绪论课在多媒体教室上课，第二周开始实验室做实验                                                                                                                                                                                                                ,2016,2017-2018,2,16,下院106,闵行下院        
船舶海洋与建筑工程学院,余征跃,高级工程师              ,动态测试与分析技术                                ,001-(2017-2018-2)EM306(教学班),42,2.5,"行课安排为第1-14周,其中:
星期一  第6节--第8节
东中院1-203(1-14周) 余征跃(1-14周)","限工程力学专业
                                                                                                                                                                                                                                                    ",2015,2017-2018,2,20,东中院1-203,闵行东中院      
船舶海洋与建筑工程学院,刘锦阳,教授                    ,复杂系统动力学计算机辅助设计                      ,001-(2017-2018-2)EM312(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第3节--第4节
东中院1-203(1-16周) 刘锦阳(1-16周)
星期四  第3节--第4节
东中院1-203(1-16周) 刘锦阳(1-16周)",全英文授课，限工程力学专业                                                                                                                                                                                                                                          ,2015,2017-2018,2,21,东中院1-203,闵行东中院      
船舶海洋与建筑工程学院,孙雁,副教授                  ,材料力学（B类）                                   ,001-(2017-2018-2)EM012(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第11节--第12节
下院311(1-16周) 孙雁(1-16周)
星期三  第11节--第12节
下院311(1-16周) 孙雁(1-16周)",仅限船建学院工科试验班学生                                                                                                                                                                                                                                          ,2016,2017-2018,2,98,,
船舶海洋与建筑工程学院,刘桦,教授                    ,流体力学（C类）（1）,001-(2017-2018-2)EM203(教学班),48,3,"行课安排为第1-12周,其中:
星期一  第3节--第4节
下院301(1-12周) 刘桦(1-12周)
星期四  第1节--第2节
下院301(1-12周) 刘桦(1-12周)",限工程力学                                                                                                                                                                                                                                                          ,2016,2017-2018,2,22,下院301,闵行下院        
船舶海洋与建筑工程学院,易宏,教授                    ,新船型研究与探索                                  ,001-(2017-2018-2)SP171(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第9节--第10节
东下院303(1-16周) 陈炉云(1-16周)
东下院303(1-16周) 李英辉(1-16周)
东下院303(1-16周) 易宏(1-16周)",仅限大一新生                                                                                                                                                                                                                                                        ,2017,2017-2018,2,25,东下院303,闵行东下院      
船舶海洋与建筑工程学院,廖世俊,教授                    ,船舶流体力学                                      ,001-(2017-2018-2)NA235(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第7节--第8节
下院104(1-16周) 廖世俊(1-16周)
下院104(1-16周) 林志良(1-16周)
星期四  第1节--第2节
下院104(1-16周) 廖世俊(1-16周)
下院104(1-16周) 林志良(1-16周)",中文授课，限船工方向，谢彬老师参与助教工作                                                                                                                                                                                                                          ,2016,2017-2018,2,20,下院104,闵行下院        
船舶海洋与建筑工程学院,廖世俊,教授                    ,随机性、复杂性初探                                ,001-(2017-2018-1)SP170(教学班),16,1,"行课安排为第1-8周,其中:
星期一  第9节--第10节
东上院504(1-8周) 廖世俊(1-8周)",仅限大一新生                                                                                                                                                                                                                                                        ,2017,2017-2018,2,15,东上院504,闵行东上院      
船舶海洋与建筑工程学院,曾一非,副教授                  ,海洋学导论                                        ,001-(2017-2018-2)OC901(教学班),32,2,"行课安排为第1-11周,其中:
星期二  第11节--第13节
东中院1-105(1-11周) 曾一非(1-11周)",除船舶与海洋工程专业外的其他专业本科生                                                                                                                                                                                                                              ,0,2017-2018,2,30,,
船舶海洋与建筑工程学院,曾一非,副教授                  ,海洋学导论                                        ,004-(2017-2018-2)OC901(教学班),32,2,"行课安排为第19-22周,其中:
星期一  第7节--第9节
东下院503(19-22周) 曾一非(19-22周)
星期三  第7节--第9节
东下院503(19-22周) 曾一非(19-22周)
星期五  第7节--第9节
东下院503(19-22周) 曾一非(19-22周)",夏季学期，除船舶与海洋工程专业外本科生                                                                                                                                                                                                                              ,0,2017-2018,2,60,东下院503,闵行东下院      
船舶海洋与建筑工程学院,陈玉坤,高级工程师              ,工程力学实验（2）,001-(2017-2018-2)EM206(教学班),16,1,"行课安排为第1-8周,其中:
星期三  第3节--第4节
下院114(1-8周) 陈玉坤(1-1周)
 不安排教室 陈玉坤(2-8周)",第一周绪论课在多媒体教室三个班一起上课，第二周开始在实验室上课                                                                                                                                                                                                      ,2016,2017-2018,2,21,,
船舶海洋与建筑工程学院,王俊雄,副研究员                ,船舶动力装置控制理论                              ,001-(2017-2018-2)NA380(教学班),43,2.5,"行课安排为第1-14周,其中:
单周
星期一  第1节--第2节
中院104(1-13周) 王俊雄(1-13周)
双周
星期一  第1节--第2节
中院104(2-14周) 王俊雄(2-14周)
星期四  第7节--第8节
中院104(2-14周) 王俊雄(2-14周)",                                                                                                                                                                                                                                                                    ,2015,2017-2018,2,22,中院104,闵行中院        
船舶海洋与建筑工程学院,王德禹,教授                    ,有限元分析                                        ,001-(2017-2018-2)NA324(教学班),32,2,"行课安排为第1-16周,其中:
星期四  第1节--第2节
中院105(1-16周) 王德禹(1-16周)",前8周安排教室，后8周上机，不排教室；限船工、轮机专业，合班上,2015,2017-2018,2,52,中院105,闵行中院        
船舶海洋与建筑工程学院,陶昉敏,副教授                  ,材料力学                                          ,002-(2017-2018-2)EM207(教学班),51,3,"行课安排为第1-12周,其中:
星期二  第3节--第4节
下院114(1-12周) 陶昉敏(1-12周)
星期五  第1节--第2节
下院114(1-12周) 陶昉敏(1-12周)",                                                                                                                                                                                                                                                                    ,2016,2017-2018,2,110,,
船舶海洋与建筑工程学院,陶昉敏,副教授                  ,计算固体力学与程序设计                            ,001-(2017-2018-2)EM310(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第7节--第8节
东中院1-203(1-16周) 陶昉敏(1-16周)
星期五  第3节--第4节
东中院1-203(1-16周) 陶昉敏(1-16周)","限工程力学专业
                                                                                                                                                                                                                                                    ",2015,2017-2018,2,24,东中院1-203,闵行东中院      
船舶海洋与建筑工程学院,滕念管,副教授                  ,钢结构基本原理                                    ,001-(2017-2018-2)CV328(教学班),32,2,"行课安排为第1-16周,其中:
星期一  第7节--第8节
东中院1-201(1-16周) 滕念管(1-16周)
东中院1-201(1-16周) 赵金城(1-16周)",限土木工程，滕念管（16学时）；赵金城（16学时）,2015,2017-2018,2,46,东中院1-201,闵行东中院      
船舶海洋与建筑工程学院,寇新建,教授                    ,结构可靠性理论                                    ,001-(2017-2018-2)CV315(教学班),32,2,"行课安排为第1-8周,其中:
星期二  第9节--第10节
东中院1-201(1-8周) 寇新建(1-8周)
星期五  第1节--第2节
东中院1-201(1-8周) 寇新建(1-8周)",限土木工程                                                                                                                                                                                                                                                          ,2015,2017-2018,2,30,东中院1-201,闵行东中院      
