yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs,jsdm,jxlmc
电子信息与电气工程学院,罗利文,副教授                  ,计算机程序设计基础                                ,001-(2016-2017-2)CS116(教学班),48,3,"行课安排为第1-16周,其中:
星期四  第3节--第4节
 不安排教室 罗利文(1-16周)",仅限体育明星班，虚拟排课                                                                                                                                                                                                                                            ,2016,2016-2017,2,14,,
电子信息与电气工程学院,罗利文,副教授                  ,嵌入式系统原理与实验（A类）                       ,009-(2016-2017-2)EE213(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第3节--第4节
东上院402(1-16周) 罗利文(1-16周)
东上院402(1-16周) 邵群(1-16周)
星期四  第1节--第2节
东上院402(1-16周) 罗利文(1-16周)
东上院402(1-16周) 邵群(1-16周)",双语授课                                                                                                                                                                                                                                                            ,2015,2016-2017,2,27,东上院402,闵行东上院      
电子信息与电气工程学院,罗利文,副教授                  ,电气与电子测量技术                                ,001-(2016-2017-2)EE319(教学班),34,2,"行课安排为第9-16周,其中:
星期一  第3节--第4节
东中院3-303(9-16周) 罗利文(9-16周)
星期三  第1节--第2节
东中院3-303(9-16周) 罗利文(9-16周)",允许电院IEEE电气方向三年级学生选修                                                                                                                                                                                                                                  ,2014,2016-2017,2,42,东中院3-303,闵行东中院      
电子信息与电气工程学院,谢宝昌,副教授                  ,机电能量转换与思维方式                            ,001-(2016-2017-2)EI017(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
东上院305(1-16周).谢宝昌 副教授",双语授课                                                                                                                                                                                                                                                            ,0,2016-2017,2,13,东上院305,闵行东上院      
电子信息与电气工程学院,谢宝昌,副教授                  ,电磁场                                            ,003-(2016-2017-2)EI200(教学班),34,2,"行课安排为第5-15周,其中:
星期四  第6节--第8节
下院409(5-15周) 谢宝昌(5-15周)",电气工程及自动化专业必修                                                                                                                                                                                                                                            ,2015,2016-2017,2,48,下院409,闵行下院        
电子信息与电气工程学院,谢宝昌,副教授                  ,电磁能量                                          ,001-(2016-2017-2)EI330(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
下院200(1-16周) 谢宝昌(1-16周)
星期四  第1节--第2节
下院200(1-16周) 谢宝昌(1-16周)",限电子信息科学类选                                                                                                                                                                                                                                                  ,2015,2016-2017,2,12,下院200,闵行下院        
电子信息与电气工程学院,蔡萍,教授                    ,模拟电子技术                                      ,007-(2016-2017-2)EI207(教学班),51,3,"行课安排为第1-16周,其中:
星期一  第1节--第2节
下院407(1-16周) 蔡萍(1-16周)
星期四  第3节--第4节
下院407(1-8周) 蔡萍(1-8周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,75,下院407,闵行下院        
电子信息与电气工程学院,田社平,副教授                  ,嵌入式系统原理与实验（A类）                       ,007-(2016-2017-2)EE213(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第3节--第4节
中院109(1-16周) 邵群(1-16周)
中院109(1-16周) 田社平(1-16周)
星期四  第1节--第2节
中院109(1-16周) 邵群(1-16周)
中院109(1-16周) 田社平(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,62,中院109,闵行中院        
电子信息与电气工程学院,田社平,副教授                  ,电路理论                                          ,006-(2016-2017-2)EI111(教学班),48,3,"行课安排为第1-16周,其中:
星期二  第1节--第2节
下院100(1-16周) 田社平(1-16周)
星期五  第1节--第2节
下院100(9-16周) 田社平(9-16周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,101,下院100,闵行下院        
电子信息与电气工程学院,宦飞,副教授                  ,FPGA应用实验                                      ,001-(2016-2017-2)IS209(教学班),34,2,"行课安排为第1-8周,其中:
星期二  第7节--第10节
东上院104(1-1周) 宦飞(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,101,东上院104,闵行东上院      
电子信息与电气工程学院,宦飞,副教授                  ,FPGA应用实验                                      ,001-(2016-2017-2)IS209(教学班),34,2,"行课安排为第1-8周,其中:
星期二  第7节--第10节
东上院104(1-1周) 宦飞(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,101,,
电子信息与电气工程学院,陈恭亮,教授                    ,信息安全的数学基础（1）,001-(2016-2017-2)IS201(教学班),51,3,"行课安排为第1-16周,其中:
单周
星期二  第1节--第2节
中院209(1-15周) 陈恭亮(1-15周)
星期四  第1节--第2节
中院209(1-15周) 陈恭亮(1-15周)
双周
星期二  第1节--第2节
中院209(2-16周) 陈恭亮(2-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,102,中院209,闵行中院        
电子信息与电气工程学院,张君,助理研究员              ,电气工程基础（2）,002-(2016-2017-2)EE302(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第3节--第4节
东上院103(1-8周) 张君(1-8周)
星期三  第1节--第2节
东上院103(1-8周) 张君(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,55,东上院103,闵行东上院      
电子信息与电气工程学院,张君,助理研究员              ,电气与电子测量技术                                ,004-(2016-2017-2)EE319(教学班),34,2,"行课安排为第9-16周,其中:
星期一  第3节--第4节
东中院3-403(9-16周) 张君(9-16周)
星期三  第1节--第2节
东中院3-403(9-16周) 张君(9-16周)",允许电院IEEE电气方向大三学生选修                                                                                                                                                                                                                                    ,2014,2016-2017,2,42,东中院3-403,闵行东中院      
电子信息与电气工程学院,张君,助理研究员              ,高电压工程                                        ,001-(2016-2017-2)EE439(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第7节--第8节
东中院4-103(1-16周) 张君(1-16周)
东中院4-103(1-16周) 曾奕(1-16周)
星期四  第1节--第2节
东中院4-103(1-16周) 张君(1-16周)
东中院4-103(1-16周) 曾奕(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,7,东中院4-103,闵行东中院      
电子信息与电气工程学院,韩韬,教授                    ,信号与系统（B类）                                 ,004-(2016-2017-2)EI210(教学班),51,3,"行课安排为第1-16周,其中:
星期三  第1节--第3节
下院309(1-16周) 韩韬(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,93,下院309,闵行下院        
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（C类）实验                         ,003-(2016-2017-2)EE008(教学班),25,1.5,"行课安排为第3-15周,其中:
星期三  第3节--第4节
 不安排教室 许巧燕(3-15周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,6,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（C类）实验                         ,004-(2016-2017-2)EE008(教学班),25,1.5,"行课安排为第3-15周,其中:
星期四  第7节--第8节
 不安排教室 许巧燕(3-15周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,11,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（C类）实验                         ,002-(2016-2017-2)EE008(教学班),25,1.5,"行课安排为第3-15周,其中:
星期二  第3节--第4节
 不安排教室 许巧燕(3-15周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,43,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（C类）实验                         ,005-(2016-2017-2)EE008(教学班),25,1.5,"行课安排为第3-15周,其中:
星期二  第1节--第2节
 不安排教室 许巧燕(3-15周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,6,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（C类）实验                         ,001-(2016-2017-2)EE008(教学班),25,1.5,"行课安排为第3-15周,其中:
星期四  第5节--第6节
 不安排教室 许巧燕(3-15周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,12,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（D类）实验                         ,002-(2016-2017-2)EE010(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第9节--第10节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,18,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（D类）实验                         ,001-(2016-2017-2)EE010(教学班),34,2,"行课安排为第1-16周,其中:
星期五  第1节--第2节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,50,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（D类）实验                         ,003-(2016-2017-2)EE010(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第3节--第4节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,50,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,011-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第9节--第10节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,23,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,002-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期三  第5节--第6节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,33,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,008-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第7节--第8节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,19,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,013-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第1节--第2节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,39,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,001-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第1节--第2节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,25,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,006-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期三  第1节--第2节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,41,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,010-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期五  第3节--第4节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,52,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,005-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第5节--第6节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,32,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,004-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第3节--第4节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,10,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电工与电子技术（G类）实验                         ,015-(2016-2017-2)EE022(教学班),34,2,"行课安排为第1-16周,其中:
星期二  第9节--第10节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼一楼大厅看名单。                                                                                                                                                                                                                            ,2015,2016-2017,2,20,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,002-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期五  第5节--第8节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：13：00－16：00,2015,2016-2017,2,86,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,010-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期二  第10节--第13节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：17：30－20：30,2015,2016-2017,2,35,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,003-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期五  第10节--第13节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：17：30－20：30。仅限留学生和港澳台同学。若其他学生选此时间，课程将会踢出，同时将不再安排其它实验时间。,2015,2016-2017,2,3,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,011-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期一  第10节--第13节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：17：30－20：30,2015,2016-2017,2,75,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,014-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期四  第5节--第8节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：13：00－16：00,2015,2016-2017,2,99,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,008-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期四  第11节--第14节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：18：00－21：00,2015,2016-2017,2,58,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,013-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期三  第11节--第14节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：18：00－21：00,2015,2016-2017,2,60,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,015-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期三  第11节--第14节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：18：00－21：00,2015,2016-2017,2,19,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,004-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期二  第5节--第8节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：13：00－16：00,2015,2016-2017,2,83,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,005-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期二  第10节--第13节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：17：30－20：30,2015,2016-2017,2,62,,
电子信息与电气工程学院,许巧燕,高级工程师              ,电子技术实验                                      ,009-(2016-2017-2)ES003(教学班),51,3,"行课安排为第1-16周,其中:
星期一  第5节--第8节
 不安排教室 许巧燕(1-16周)",课前半小时电信群楼四号楼三楼大厅看名单，上课时间：13：00－16：00,2015,2016-2017,2,103,,
电子信息与电气工程学院,蔡鸿明,研究员                  ,企业信息系统综合设计与实现                        ,001-(2016-2017-2)SE350(教学班),48,3,"行课安排为第1-16周,其中:
星期二  第6节--第8节
东上院105(1-16周) 蔡鸿明(1-16周)
东上院105(1-16周) 任锐(1-16周)",仅限软件工程专业。信息系统方向必修。                                                                                                                                                                                                                                ,2014,2016-2017,2,31,东上院105,闵行东上院      
电子信息与电气工程学院,曼苏乐,副教授                  ,电力系统暂态分析                                  ,004-(2016-2017-2)EE413(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第1节--第2节
东中院3-203(1-8周) 曼苏乐(1-8周)
星期四  第3节--第4节
东中院3-203(1-8周) 曼苏乐(1-8周)",英语授课;允许电院IEEE电气方向三年级学生选修                                                                                                                                                                                                                         ,2014,2016-2017,2,29,东中院3-203,闵行东中院      
电子信息与电气工程学院,来学嘉,教授                    ,计算机安全与密码学（A类）                         ,002-(2016-2017-2)CS381(教学班),51,3,"行课安排为第1-16周,其中:
星期一  第3节--第4节
东上院205(1-16周) 来学嘉(1-16周)
星期四  第9节--第10节
东上院205(9-16周) 来学嘉(9-16周)",英文授课                                                                                                                                                                                                                                                            ,2014,2016-2017,2,29,东上院205,闵行东上院      
电子信息与电气工程学院,胡炎,副研究员                ,电力系统继电保护                                  ,004-(2016-2017-2)EE308(教学班),51,3,"行课安排为第1-12周,其中:
星期二  第1节--第2节
东上院204(1-12周) 胡炎(1-12周)
星期五  第3节--第4节
东上院204(1-12周) 胡炎(1-12周)",允许电院IEEE电气方向三年级学生选修                                                                                                                                                                                                                                  ,2014,2016-2017,2,25,东上院204,闵行东上院      
电子信息与电气工程学院,贺光辉,副研究员                ,VLSI数字通信原理                                  ,001-(2016-2017-2)MR307(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
东下院303(1-16周) 贺光辉(1-18周)
星期三  第3节--第4节
东下院303(1-16周) 贺光辉(1-18周)",安排教室：微电子楼202实验室,2014,2016-2017,2,40,东下院303,闵行东下院      
电子信息与电气工程学院,贺光辉,副研究员                ,VLSI数字通信课程设计                              ,001-(2016-2017-2)MR323(教学班),34,2,"行课安排为第9-16周,其中:
星期二  第7节--第8节
 不安排教室 贺光辉(9-16周)
星期四  第7节--第8节
 不安排教室 贺光辉(9-16周)",教室安排在：微电子楼202实验室,2014,2016-2017,2,31,,
电子信息与电气工程学院,于海波,讲师(高校)              ,项目管理及软件开发课程设计                        ,001-(2016-2017-2)SE231(教学班),64,4,"行课安排为第19-22周,其中:
星期一  第3节--第4节
下院100(19-22周) 沈备军(19-22周)
下院100(19-22周) 于海波(19-22周)",小学期，仅限软件工程专业学生修读；其余时间上机，具体由任课老师安排                                                                                                                                                                                                  ,2015,2016-2017,2,100,下院100,闵行下院        
电子信息与电气工程学院,邓小铁,教授                    ,互联网协议中博弈分析                              ,001-(2016-2017-2)CS228(教学班),32,2,"行课安排为第1-8周,其中:
星期一  第3节--第4节
东下院102(1-8周) 邓小铁(1-8周)
星期三  第3节--第4节
东下院102(1-8周) 邓小铁(1-8周)",仅限计算机科学与技术（致远荣誉计划）                                                                                                                                                                                                                                ,2014,2016-2017,2,6,东下院102,闵行东下院      
电子信息与电气工程学院,段力,高级工程师              ,集成电路工艺技术基础（A类）                       ,001-(2016-2017-2)MR300(教学班),32,2,"行课安排为第1-8周,其中:
星期三  第1节--第2节
东下院303(1-8周) 段力(1-8周)
星期五  第3节--第4节
东下院303(1-8周) 段力(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,23,东下院303,闵行东下院      
电子信息与电气工程学院,Dominik Scheder,讲师(高校)              ,计算机科学中的数学基础                            ,002-(2016-2017-2)cs499(教学班),48,3,"行课安排为第1-16周,其中:
星期一  第1节--第2节
东上院102(1-16周) Dominik Alban Schede(1-16周)
星期四  第3节--第4节
东上院102(1-8周) Dominik Alban Schede(1-8周)",全英文                                                                                                                                                                                                                                                              ,2015,2016-2017,2,79,东上院102,闵行东上院      
电子信息与电气工程学院,马殿光,副教授                  ,通信原理（B类）                                   ,002-(2016-2017-2)EI302(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第7节--第8节
东下院102(1-16周) 马殿光(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,45,东下院102,闵行东下院      
电子信息与电气工程学院,梁阿磊,副教授                  ,计算机系统（1）,001-(2016-2017-2)MS108(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
东上院504(1-16周) 梁阿磊(1-16周)
星期三  第1节--第2节
东上院504(1-16周) 梁阿磊(1-16周)",仅限致远荣誉计划（计算机）                                                                                                                                                                                                                                          ,2015,2016-2017,2,25,东上院504,闵行东上院      
电子信息与电气工程学院,刘为,讲师(高校)              ,嵌入式系统原理与实验                              ,002-(2016-2017-2)EE204(教学班),68,4,"行课安排为第1-16周,其中:
星期二  第1节--第2节
东上院302(1-16周) 刘为(1-16周)
东上院302(1-16周) 邵群(1-16周)
星期五  第1节--第2节
东上院302(1-16周) 刘为(1-16周)
东上院302(1-16周) 邵群(1-16周)",限计算机科学与技术专业                                                                                                                                                                                                                                              ,2015,2016-2017,2,79,东上院302,闵行东上院      
电子信息与电气工程学院,王景川,副研究员                ,工程实践与科技创新Ⅳ-E                            ,001-(2016-2017-2)EI318(教学班),32,2,"行课安排为第1-9周,其中:
星期五  第7节--第10节
东下院106(1-9周) 王景川(1-1周)
 不安排教室 王景川(2-9周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,83,,
电子信息与电气工程学院,王景川,副研究员                ,工程实践与科技创新Ⅳ-E                            ,001-(2016-2017-2)EI318(教学班),32,2,"行课安排为第1-9周,其中:
星期五  第7节--第10节
东下院106(1-9周) 王景川(1-1周)
 不安排教室 王景川(2-9周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,83,东下院106,闵行东下院      
电子信息与电气工程学院,曹云峰,助理研究员              ,DSP实践                                           ,001-(2016-2017-2)EE423(教学班),34,2,"行课安排为第9-16周,其中:
星期二  第7节--第8节
东中院3-203(9-16周) 曹云峰(9-16周)
东中院3-203(9-16周) 张建文(9-16周)
星期四  第1节--第2节
东中院3-203(9-16周) 曹云峰(9-16周)
东中院3-203(9-16周) 张建文(9-16周)",与第七学期的《电磁场数值计算》和《微机控制技术》四选一                                                                                                                                                                                                              ,2014,2016-2017,2,40,东中院3-203,闵行东中院      
电子信息与电气工程学院,刘婷,工程师                  ,生产实习（微电子）                                ,001-(2016-2017-2)XP003(教学班),64,4,"行课安排为第23-24周,其中:
星期六  第1节--第2节
 不安排教室 刘婷(23-24周)",暑期进行                                                                                                                                                                                                                                                            ,2014,2016-2017,2,39,,
电子信息与电气工程学院,李世阳,副教授                  ,生物医学信息检测                                  ,001-(2016-2017-2)MI300(教学班),34,2,"行课安排为第1-16周,其中:
星期三  第1节--第2节
东下院203(1-16周) 李世阳(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,42,东下院203,闵行东下院      
电子信息与电气工程学院,郭筝,工程师                  ,集成电路测试基础                                  ,001-(2016-2017-2)MR319(教学班),48,3,"行课安排为第1-16周,其中:
星期五  第6节--第8节
东下院303(1-16周) 郭筝(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,35,东下院303,闵行东下院      
电子信息与电气工程学院,吴刚,副教授                  ,分布式系统                                        ,001-(2016-2017-2)SE347(教学班),48,3,"行课安排为第1-16周,其中:
单周
星期二  第3节--第4节(上午10：00--11:40)
东上院104(1-15周) 吴刚(1-15周)
星期四  第3节--第4节(上午10：00--11:40)
东上院104(1-15周) 吴刚(1-15周)
双周
星期四  第3节--第4节(上午10：00--11:40)
东上院104(2-16周) 吴刚(2-16周)",仅限软件工程专业。系统软件方向必修。                                                                                                                                                                                                                                ,2014,2016-2017,2,31,东上院104,闵行东上院      
电子信息与电气工程学院,龙环,副教授                  ,可计算理论                                        ,001-(2016-2017-2)CS363(教学班),51,3,"行课安排为第1-16周,其中:
星期一  第6节--第8节
东上院303(1-16周) 龙环(1-16周)",双语授课                                                                                                                                                                                                                                                            ,2014,2016-2017,2,37,东上院303,闵行东上院      
电子信息与电气工程学院,龙环,副教授                  ,计算机科学中的数学基础                            ,001-(2016-2017-2)cs499(教学班),48,3,"行课安排为第1-16周,其中:
星期一  第1节--第2节
下院306(1-16周) 龙环(1-16周)
星期四  第3节--第4节
下院306(1-8周) 龙环(1-8周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,57,下院306,闵行下院        
电子信息与电气工程学院,李立学,讲师(高校)              ,电工与电子技术（G）                               ,007-(2016-2017-2)EE205(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
下院207(1-16周) 李立学(1-16周)
星期三  第3节--第4节
下院208(1-16周) 李立学(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,80,下院207,闵行下院        
电子信息与电气工程学院,李立学,讲师(高校)              ,电工与电子技术（G）                               ,007-(2016-2017-2)EE205(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
下院207(1-16周) 李立学(1-16周)
星期三  第3节--第4节
下院208(1-16周) 李立学(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,80,下院208,闵行下院        
电子信息与电气工程学院,李立学,讲师(高校)              ,电路理论                                          ,002-(2016-2017-2)EI111(教学班),48,3,"行课安排为第1-16周,其中:
星期二  第3节--第4节
下院205(1-16周) 李立学(1-16周)
星期五  第1节--第2节
下院205(9-16周) 李立学(9-16周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,105,下院205,闵行下院        
电子信息与电气工程学院,乔树通,讲师(高校)              ,电工与电子技术（G）                               ,008-(2016-2017-2)EE205(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
下院109(1-16周) 乔树通(1-16周)
星期三  第3节--第4节
下院210(1-16周) 乔树通(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,81,下院210,闵行下院        
电子信息与电气工程学院,乔树通,讲师(高校)              ,电工与电子技术（G）                               ,008-(2016-2017-2)EE205(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
下院109(1-16周) 乔树通(1-16周)
星期三  第3节--第4节
下院210(1-16周) 乔树通(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,81,下院109,闵行下院        
电子信息与电气工程学院,乔树通,讲师(高校)              ,电路理论                                          ,003-(2016-2017-2)EI111(教学班),48,3,"行课安排为第1-16周,其中:
星期二  第3节--第4节
中院209(1-16周) 乔树通(1-16周)
星期五  第1节--第2节
中院209(9-16周) 乔树通(9-16周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,102,中院209,闵行中院        
电子信息与电气工程学院,王琳,副教授                  ,非线性系统                                        ,001-(2016-2017-2)AU323(教学班),16,1,"行课安排为第9-16周,其中:
星期四  第3节--第4节
东下院106(9-16周) 王琳(9-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,76,东下院106,闵行东下院      
电子信息与电气工程学院,陈芸,,毕业设计（论文）（计算机）                        ,001-(2016-2017-2)BS061(教学班),289,17,"行课安排为第1周 --- 第16周,其中:
星期六  第9节--第10节
.(1-16周).黄林鹏
.(1-16周).陈芸",虚拟排课                                                                                                                                                                                                                                                            ,2013,2016-2017,2,133,,
电子信息与电气工程学院,陈芸,,专业实习（计算机）                                ,001-(2016-2017-2)CS431(教学班),34,2,"行课安排为第23-24周,其中:
星期六  第1节--第2节
 不安排教室 黄林鹏(23-24周)","虚拟排课
                                                                                                                                                                                                                                                          ",2014,2016-2017,2,150,,
电子信息与电气工程学院,丁宁,助理研究员              ,离散数学                                          ,011-(2016-2017-2)MA115(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
东上院402(1-16周).丁宁",限平台电院方向                                                                                                                                                                                                                                                      ,2016,2016-2017,2,48,东上院402,闵行东上院      
