yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs,jsdm,jxlmc
船舶海洋与建筑工程学院,许金泉,教授                    ,专业导论（B类）                                   ,001-(2018-2019-2)NA103(教学班),16,1,"行课安排为第1-8周,其中:
星期二  第1节--第2节
上院301(1-8周) 许金泉(1-8周)",限工程力学                                                                                                                                                                                                                                                          ,2017,2018-2019,2,18,上院301,闵行上院        
船舶海洋与建筑工程学院,何军,副教授                  ,混凝土结构课程设计                                ,003-(2018-2019-2)CV358(教学班),32,2,"行课安排为第9-16周,其中:
星期一  第9节--第10节
 不安排教室 何军(9-16周)
 不安排教室 姜静(9-16周)
星期四  第9节--第10节
 不安排教室 何军(9-16周)
 不安排教室 姜静(9-16周)",限土木工程                                                                                                                                                                                                                                                          ,2016,2018-2019,2,14,,
船舶海洋与建筑工程学院,周岱,教授                    ,土木工程探秘与实践                                ,002-(2017-2018-2)CV006(教学班),32,2,"行课安排为第19-22周,其中:
星期三  第7节--第10节
下院211(19-22周) 包艳(19-22周)
下院211(19-22周) 韩兆龙(19-22周)
下院211(19-22周) 周岱(19-22周)
星期五  第7节--第10节
下院211(19-22周) 包艳(19-22周)
下院211(19-22周) 韩兆龙(19-22周)
下院211(19-22周) 周岱(19-22周)",夏季学期                                                                                                                                                                                                                                                            ,0,2018-2019,2,0,,
船舶海洋与建筑工程学院,周岱,教授                    ,建筑结构抗震                                      ,001-(2018-2019-2)CV405(教学班),32,2,"行课安排为第1-8周,其中:
星期二  第7节--第8节
东下院304(1-8周) 马宏旺(1-8周)
东下院304(1-8周) 周岱(1-8周)
星期五  第7节--第8节
东下院304(1-8周) 马宏旺(1-8周)
东下院304(1-8周) 周岱(1-8周)",限土木工程，周岱（1-4周）16学时；马宏旺（5-8周）16学时,2016,2018-2019,2,14,东下院304,闵行东下院      
船舶海洋与建筑工程学院,周岱,教授                    ,土木建筑与可持续发展                              ,001-(2018-2019-2)SP269(教学班),32,2,"行课安排为第1-11周,其中:
星期二  第11节--第13节
上院303(1-11周) 包艳(1-11周)
上院303(1-11周) 韩兆龙(1-11周)
上院303(1-11周) 周岱(1-11周)",大一新生                                                                                                                                                                                                                                                            ,2018,2018-2019,2,15,上院303,闵行上院        
船舶海洋与建筑工程学院,周岱,教授                    ,土木建筑与可持续发展                              ,002-(2018-2019-2)SP269(教学班),32,2,"行课安排为第19-22周,其中:
星期二  第7节--第10节
上院215(19-22周) 包艳(19-22周)
上院215(19-22周) 韩兆龙(19-22周)
上院215(19-22周) 周岱(19-22周)
星期四  第7节--第10节
上院215(19-22周) 包艳(19-22周)
上院215(19-22周) 韩兆龙(19-22周)
上院215(19-22周) 周岱(19-22周)",夏季学期                                                                                                                                                                                                                                                            ,2018,2018-2019,2,0,,
船舶海洋与建筑工程学院,李四平,副教授                  ,理论力学（D类）                                   ,001-(2018-2019-2)EM001(教学班),81,4.5,"行课安排为第3-14周,其中:
星期一  第11节--第13节
下院205(3-14周) 李四平(3-14周)
星期三  第11节--第13节
下院205(3-14周) 李四平(3-14周)",重修班，仅供不及格同学修读                                                                                                                                                                                                                                          ,2018,2018-2019,2,26,下院205,闵行下院        
船舶海洋与建筑工程学院,徐永福,教授                    ,地基处理                                          ,001-(2018-2019-2)CV350(教学班),32,2,"行课安排为第1-8周,其中:
星期一  第3节--第4节
东下院204(1-8周) 徐永福(1-8周)
星期四  第1节--第2节
东下院204(1-8周) 徐永福(1-8周)",限土木工程                                                                                                                                                                                                                                                          ,2016,2018-2019,2,26,东下院204,闵行东下院      
船舶海洋与建筑工程学院,邓德衡,副研究员                ,船舶原理实验                                      ,001-(2018-2019-2)NA329(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第7节--第8节
 不安排教室 邓德衡(1-16周)",船舶、国航专业合班上                                                                                                                                                                                                                                                ,2016,2018-2019,2,56,,
船舶海洋与建筑工程学院,邓德衡,副研究员                ,船舶原理实验                                      ,002-(2018-2019-2)NA329(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第7节--第8节
 不安排教室 邓德衡(1-16周)",船舶、国航专业合班上                                                                                                                                                                                                                                                ,2016,2018-2019,2,7,,
船舶海洋与建筑工程学院,夏利娟,副教授                  ,船体构造与制图                                    ,001-(2018-2019-2)NA232(教学班),48,3,"行课安排为第1-16周,其中:
星期一  第6节--第8节
中院311(1-16周) 夏利娟(1-16周)",13－16周在制图教室中院405，406，限船舶轮机,2017,2018-2019,2,30,,
船舶海洋与建筑工程学院,夏利娟,副教授                  ,船体振动                                          ,001-(2018-2019-2)NA323(教学班),32,2,"行课安排为第1-16周,其中:
星期五  第3节--第4节
东下院112(1-16周) 夏利娟(1-16周)",限船舶与海洋工程专业                                                                                                                                                                                                                                                ,2016,2018-2019,2,55,,
船舶海洋与建筑工程学院,邹早建,教授                    ,船舶原理（2－推进、操纵与耐波）,001-(2018-2019-2)NA328(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
东下院112(1-16周) 邹早建(1-16周)
东下院112(1-16周) 杨晨俊(1-16周)
东下院112(1-16周) 顾解忡(1-16周)
星期四  第3节--第4节
东下院112(1-16周) 邹早建(1-16周)
东下院112(1-16周) 杨晨俊(1-16周)
东下院112(1-16周) 顾解忡(1-16周)",部分双语授课;限船舶与海洋工程专业;顾解忡、马宁合上耐波部分                                                                                                                                                                                                          ,2016,2018-2019,2,41,,
船舶海洋与建筑工程学院,邹早建,教授                    ,船舶原理（2－推进、操纵与耐波）,002-(2018-2019-2)NA328(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第7节--第8节
东下院112(1-16周) 邹早建(1-16周)
东下院112(1-16周) 杨晨俊(1-16周)
东下院112(1-16周) 马宁(1-16周)
星期四  第7节--第8节
东下院112(1-16周) 邹早建(1-16周)
东下院112(1-16周) 杨晨俊(1-16周)
东下院112(1-16周) 马宁(1-16周)",全英文班;限船舶与海洋工程专业;马宁、顾解忡合上耐波部分                                                                                                                                                                                                              ,2016,2018-2019,2,15,,
船舶海洋与建筑工程学院,黄树新,副教授                  ,工程流体力学（A类）                               ,001-(2018-2019-2)EM003(教学班),51,3,"行课安排为第1-12周,其中:
星期二  第1节--第2节
中院111(1-12周) 黄树新(1-12周)
星期四  第3节--第4节
上院101(1-12周) 黄树新(1-12周)",限机动核工程                                                                                                                                                                                                                                                        ,2017,2018-2019,2,44,,
船舶海洋与建筑工程学院,黄树新,副教授                  ,工程流体力学（A类）                               ,001-(2018-2019-2)EM003(教学班),51,3,"行课安排为第1-12周,其中:
星期二  第1节--第2节
中院111(1-12周) 黄树新(1-12周)
星期四  第3节--第4节
上院101(1-12周) 黄树新(1-12周)",限机动核工程                                                                                                                                                                                                                                                        ,2017,2018-2019,2,44,上院101,闵行上院        
船舶海洋与建筑工程学院,宋振森,副教授                  ,土木工程制图（B类）                               ,001-(2018-2019-2)CV212(教学班),48,3,"行课安排为第1-12周,其中:
星期一  第1节--第2节
上院409(1-12周) 宋振森(1-12周)
上院409(1-12周) 邱国志(1-12周)
星期四  第7节--第8节
上院409(1-12周) 宋振森(1-12周)
上院409(1-12周) 邱国志(1-12周)",限土木，邱老师1－6周，宋老师7－12周,2017,2018-2019,2,47,,
船舶海洋与建筑工程学院,宋振森,副教授                  ,钢结构课程设计                                    ,004-(2018-2019-2)CV441(教学班),32,2,"行课安排为第1-2周,其中:
星期一  第1节--第4节
 不安排教室 宋振森(1-2周)
星期三  第1节--第4节
 不安排教室 宋振森(1-2周)
星期四  第1节--第4节
 不安排教室 宋振森(1-2周)
星期五  第1节--第4节
 不安排教室 宋振森(1-2周)",限土木工程，安排在学院机房上课                                                                                                                                                                                                                                      ,2015,2018-2019,2,21,,
船舶海洋与建筑工程学院,陈俐,副教授                  ,毕业设计（论文）（船舶与海洋工程）                ,001-(2018-2019-2)BS004(教学班),208,13,"行课安排为第1-16周,其中:
星期六  第5节--第8节
 不安排教室 陈俐(1-16周)",限船舶与海洋工程专业                                                                                                                                                                                                                                                ,2015,2018-2019,2,61,,
船舶海洋与建筑工程学院,邓雪原,高级工程师              ,结构概念设计                                      ,001-(2018-2019-2)CV306(教学班),32,2,"行课安排为第1-8周,其中:
星期三  第1节--第2节
东下院204(1-8周) 邓雪原(1-8周)
星期五  第3节--第4节
东下院204(1-8周) 邓雪原(1-8周)",限土木工程，双语授课                                                                                                                                                                                                                                                ,2016,2018-2019,2,13,东下院204,闵行东下院      
船舶海洋与建筑工程学院,黄淑萍,副教授                  ,国际航运专业实习                                  ,001-(2018-2019-2)TR305(教学班),64,4,"行课安排为第23-24周,其中:
星期六  第1节--第2节
 不安排教室 黄淑萍(23-24周)",限交通运输专业；暑期实习                                                                                                                                                                                                                                            ,2016,2018-2019,2,0,,
船舶海洋与建筑工程学院,黄淑萍,副教授                  ,租船运营管理与实务                                ,001-(2018-2019-2)TR308(教学班),32,2,"行课安排为第1-16周,其中:
星期五  第7节--第8节
东下院203(1-16周) 黄淑萍(1-16周)",限交通运输专业                                                                                                                                                                                                                                                      ,2016,2018-2019,2,22,东下院203,闵行东下院      
船舶海洋与建筑工程学院,冯正平,副教授                  ,水下作业系统                                      ,001-(2018-2019-2)NA335(教学班),32,2,"行课安排为第1-16周,其中:
星期一  第3节--第4节
东下院112(1-16周) 冯正平(1-16周)
东下院112(1-16周) 刘旌扬(1-16周)",限船舶与海洋工程专业;两位老师各承担一半学时安排                                                                                                                                                                                                                     ,2016,2018-2019,2,37,,
船舶海洋与建筑工程学院,余龙,副教授                  ,船体构造与制图                                    ,003-(2018-2019-2)NA232(教学班),48,3,"行课安排为第1-16周,其中:
星期一  第6节--第8节
中院313(1-16周) 余龙(1-16周)",全英文，限船舶，轮机，国航专业。13－16周在制图教室中院305，407。,2017,2018-2019,2,31,中院313,闵行中院        
船舶海洋与建筑工程学院,黄超,高级工程师              ,生产实习（船舶与海洋工程）                        ,001-(2018-2019-2)XP419(教学班),64,4,"行课安排为第23-24周,其中:
星期六  第3节--第4节
 不安排教室 黄超(23-24周)
 不安排教室 刘亚东(23-24周)
 不安排教室 冯永军(23-24周)",限船舶与海洋工程专业                                                                                                                                                                                                                                                ,2016,2018-2019,2,0,,
船舶海洋与建筑工程学院,万德成,教授                    ,船舶流体力学                                      ,001-(2018-2019-2)NA235(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第3节--第4节
中院204(1-16周) 万德成(1-16周)
中院204(1-16周) 顾解忡(1-16周)
中院204(1-16周) 邹璐(1-16周)
星期四  第1节--第2节
中院204(1-16周) 万德成(1-16周)
中院204(1-16周) 顾解忡(1-16周)
中院204(1-16周) 邹璐(1-16周)",中文，限船工，刘成、王建华参与助教工作                                                                                                                                                                                                                              ,2017,2018-2019,2,24,中院204,闵行中院        
船舶海洋与建筑工程学院,张景新,副教授                  ,流体力学（D类）                                   ,001-(2018-2019-2)AV203(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第3节--第4节
上院302(1-16周) 张景新(1-16周)
星期四  第3节--第4节
上院302(1-16周) 张景新(1-16周)",限轮机                                                                                                                                                                                                                                                              ,2017,2018-2019,2,14,上院302,闵行上院        
船舶海洋与建筑工程学院,陈锦剑,教授                    ,基坑工程（A类）                                   ,001-(2018-2019-2)CV300(教学班),48,3,"行课安排为第1-8周,其中:
星期三  第3节--第4节
东下院204(1-8周) 陈锦剑(1-8周)
星期五  第9节--第10节
东下院204(1-8周) 陈锦剑(1-8周)",限土木工程                                                                                                                                                                                                                                                          ,2016,2018-2019,2,26,东下院204,闵行东下院      
船舶海洋与建筑工程学院,陈锦剑,教授                    ,基坑工程课程设计                                  ,001-(2018-2019-2)CV443(教学班),32,2,"行课安排为第9-16周,其中:
星期一  第9节--第10节
 不安排教室 陈锦剑(9-16周)
星期四  第9节--第10节
 不安排教室 陈锦剑(9-16周)","限土木工程  
                                                                                                                                                                                                                                                      ",2016,2018-2019,2,25,,
船舶海洋与建筑工程学院,徐航,副研究员                ,海洋学导论                                        ,003-(2018-2019-2)OC901(教学班),32,2,"行课安排为第1-11周,其中:
星期二  第11节--第13节
中院112(1-11周) 徐航(1-11周)",除船舶与海洋工程专业外的其他专业本科生                                                                                                                                                                                                                              ,0,2018-2019,2,40,中院112,闵行中院        
船舶海洋与建筑工程学院,徐航,副研究员                ,海洋学导论                                        ,006-(2018-2019-2)OC901(教学班),32,2,"行课安排为第19-22周,其中:
星期一  第7节--第9节
下院107(19-22周) 徐航(19-22周)
星期三  第7节--第9节
下院107(19-22周) 徐航(19-22周)
星期五  第7节--第9节
下院107(19-22周) 徐航(19-22周)","夏季学期,除船舶与海洋工程专业外本科学生                                                                                                                                                                                                                             ",0,2018-2019,2,0,下院107,闵行下院        
船舶海洋与建筑工程学院,陈军,讲师(高校)              ,弹性力学及有限元                                  ,001-(2018-2019-2)EM316(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第3节--第4节
东下院204(1-16周) 陈军(1-16周)","限土木工程  
                                                                                                                                                                                                                                                      ",2016,2018-2019,2,38,东下院204,闵行东下院      
船舶海洋与建筑工程学院,陈鑫,副研究员                ,计算流体力学与程序设计                            ,001-(2018-2019-2)EM311(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第1节--第2节
东下院104(1-16周) 陈鑫(1-16周)
东下院104(1-16周) 李杰(1-16周)
星期四  第7节--第8节
东下院104(1-16周) 陈鑫(1-16周)
东下院104(1-16周) 李杰(1-16周)",限工程力学专业.李杰1-8周，陈鑫9-16周,2016,2018-2019,2,20,东下院104,闵行东下院      
船舶海洋与建筑工程学院,吕海宁,副教授                  ,现代造船技术                                      ,003-(2018-2019-2)NA341(教学班),40,2.5,"行课安排为第1-14周,其中:
单周
星期三  第3节--第4节
东下院112(1-13周) 吕海宁(1-13周)
东下院112(1-13周) 柳存根(1-13周)
星期五  第1节--第2节
东下院112(1-13周) 吕海宁(1-13周)
东下院112(1-13周) 柳存根(1-13周)
双周
星期三  第3节--第4节
东下院112(2-14周) 吕海宁(2-14周)
东下院112(2-14周) 柳存根(2-14周)",中文班;限船舶与海洋工程专业.柳存根1-2周，吕海宁3-14周,2016,2018-2019,2,41,,
船舶海洋与建筑工程学院,吕海宁,副教授                  ,船舶与海洋工程试验研究                            ,002-(2018-2019-2)NA403(教学班),48,3,"行课安排为第1-16周,其中:
星期五  第7节--第9节
东下院212(1-8周) 吕海宁(1-16周)
东下院212(1-8周) 田新亮(1-16周)",吕海宁1-4周，田新亮5-8周，9-16周做实验（不在教室上课）；限船舶、轮机专业，合班上,2016,2018-2019,2,37,,
船舶海洋与建筑工程学院,周拥军,讲师(高校)              ,工程测量                                          ,001-(2018-2019-2)CV103(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第1节--第2节
上院409(1-16周) 周拥军(1-16周)",限土木                                                                                                                                                                                                                                                              ,2017,2018-2019,2,47,,
船舶海洋与建筑工程学院,周拥军,讲师(高校)              ,测量实习                                          ,001-(2018-2019-2)CV214(教学班),32,2,"行课安排为第23-24周,其中:
星期日  第3节--第4节
 不安排教室 周拥军(23-24周)",限土木，虚拟排课，暑假实习                                                                                                                                                                                                                                          ,2017,2018-2019,2,0,,
船舶海洋与建筑工程学院,杨建民,教授                    ,船舶与海洋工程导论                                ,001-(2018-2019-2)NA233(教学班),32,2,"行课安排为第1-16周,其中:
星期四  第9节--第10节
中院212(1-16周) 杨建民(1-16周)
中院212(1-16周) 李欣(1-16周)
中院212(1-16周) 孟帅(1-16周)",限船舶轮机                                                                                                                                                                                                                                                          ,2017,2018-2019,2,71,中院212,闵行中院        
船舶海洋与建筑工程学院,余征跃,高级工程师              ,工程力学实验（A类）                               ,001-(2018-2019-2)EM007(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第3节--第4节
下院413(1-1周) 余征跃(1-16周)",第一周绪论在教室，其余在实验室                                                                                                                                                                                                                                      ,2017,2018-2019,2,31,,
船舶海洋与建筑工程学院,余征跃,高级工程师              ,工程力学实验（A类）                               ,001-(2018-2019-2)EM007(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第3节--第4节
下院413(1-1周) 余征跃(1-16周)",第一周绪论在教室，其余在实验室                                                                                                                                                                                                                                      ,2017,2018-2019,2,31,下院413,闵行下院        
船舶海洋与建筑工程学院,余征跃,高级工程师              ,动态测试与分析技术                                ,001-(2018-2019-2)EM306(教学班),40,2.5,"行课安排为第1-14周,其中:
星期一  第6节--第8节
东下院104(1-14周) 余征跃(1-14周)",限工程力学专业                                                                                                                                                                                                                                                      ,2016,2018-2019,2,18,东下院104,闵行东下院      
船舶海洋与建筑工程学院,刘锦阳,教授                    ,基础力学中的数学建模方法及解析                    ,001-(2018-2019-2)EM017(教学班),32,2,"行课安排为第2-11周,其中:
星期三  第11节--第13节
下院307(2-11周) 刘锦阳(2-11周)
下院307(2-11周) 刘铸永(2-11周)
下院307(2-11周) 孙雁(2-11周)","面向全校，限有意参加2019年周培源大学生力学竞赛的学生选课,与赵社戌,吴勇军,陶昉敏,陈龙祥,王淼,陈巨兵老师合上",0,2018-2019,2,33,下院307,闵行下院        
船舶海洋与建筑工程学院,刘锦阳,教授                    ,复杂系统动力学计算机辅助设计                      ,001-(2018-2019-2)EM312(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第3节--第4节
东下院104(1-16周) 刘锦阳(1-16周)
星期四  第3节--第4节
东下院104(1-16周) 刘锦阳(1-16周)",全英文授课，限工程力学专业                                                                                                                                                                                                                                          ,2016,2018-2019,2,20,东下院104,闵行东下院      
船舶海洋与建筑工程学院,孙雁,副教授                  ,材料力学（B类）                                   ,001-(2018-2019-2)EM012(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第11节--第12节
中院413(1-16周) 孙雁(1-16周)
星期五  第9节--第10节
中院413(1-16周) 孙雁(1-16周)",工科平台分流至船建学院学生                                                                                                                                                                                                                                          ,2017,2018-2019,2,63,中院413,闵行中院        
船舶海洋与建筑工程学院,刘桦,教授                    ,流体力学（1）,001-(2018-2019-2)EM208(教学班),32,2,"行课安排为第1-8周,其中:
星期一  第7节--第8节
下院404(1-8周) 刘桦(1-8周)
星期四  第1节--第2节
下院404(1-8周) 刘桦(1-8周)","限工程力学,赵曦老师合上                                                                                                                                                                                                                                             ",2017,2018-2019,2,20,下院404,闵行下院        
船舶海洋与建筑工程学院,易宏,教授                    ,新船型研究与探索                                  ,001-(2018-2019-2)SP171(教学班),32,2,"行课安排为第1-16周,其中:
星期四  第9节--第10节
东中院1-303(1-16周) 陈炉云(1-16周)
东中院1-303(1-16周) 李英辉(1-16周)
东中院1-303(1-16周) 易宏(1-16周)",大一新生                                                                                                                                                                                                                                                            ,2018,2018-2019,2,17,东中院1-303,闵行东中院      
船舶海洋与建筑工程学院,廖世俊,教授                    ,随机性、复杂性初探                                ,001-(2018-2019-2)SP170(教学班),16,1,"行课安排为第1-8周,其中:
星期一  第9节--第10节
东上院504(1-8周) 廖世俊(1-8周)",大一新生                                                                                                                                                                                                                                                            ,2018,2018-2019,2,14,东上院504,闵行东上院      
船舶海洋与建筑工程学院,曾一非,副教授                  ,海洋学导论                                        ,001-(2018-2019-2)OC901(教学班),32,2,"行课安排为第1-11周,其中:
星期二  第11节--第13节
下院306(1-11周) 曾一非(1-11周)",除船舶与海洋工程专业外的其他专业本科生                                                                                                                                                                                                                              ,0,2018-2019,2,40,下院306,闵行下院        
船舶海洋与建筑工程学院,曾一非,副教授                  ,海洋学导论                                        ,004-(2018-2019-2)OC901(教学班),32,2,"行课安排为第19-22周,其中:
星期一  第7节--第9节
上院103(19-22周) 曾一非(19-22周)
星期三  第7节--第9节
上院103(19-22周) 曾一非(19-22周)
星期五  第7节--第9节
上院103(19-22周) 曾一非(19-22周)","夏季学期,除船舶与海洋工程专业外本科学生                                                                                                                                                                                                                             ",0,2018-2019,2,0,上院103,闵行上院        
船舶海洋与建筑工程学院,陈玉坤,高级工程师              ,力学创新实验                                      ,001-(2018-2019-2)EM213(教学班),24,1.5,"行课安排为第1-12周,其中:
星期一  第9节--第10节
 不安排教室 陈玉坤(1-12周)",第一周绪论在上院115教室，其余实验,2017,2018-2019,2,19,,
船舶海洋与建筑工程学院,王俊雄,副研究员                ,船舶动力装置控制理论                              ,001-(2018-2019-2)NA380(教学班),40,2.5,"行课安排为第1-14周,其中:
单周
星期一  第1节--第2节
东下院211(1-13周) 王俊雄(1-13周)
双周
星期一  第1节--第2节
东下院211(2-14周) 王俊雄(2-14周)
星期四  第7节--第8节
东下院211(2-14周) 王俊雄(2-14周)",限轮机专业                                                                                                                                                                                                                                                          ,2016,2018-2019,2,15,,
船舶海洋与建筑工程学院,王德禹,教授                    ,有限元分析                                        ,001-(2018-2019-2)NA324(教学班),32,2,"行课安排为第1-16周,其中:
星期四  第1节--第2节
东中院3-305(1-8周) 王德禹(1-16周)",限船舶、轮机专业;1-8周教室上课，9-16周上机,2016,2018-2019,2,29,,
船舶海洋与建筑工程学院,陶昉敏,副教授                  ,材料力学                                          ,005-(2018-2019-2)EM207(教学班),51,3,"行课安排为第1-12周,其中:
星期二  第3节--第4节
上院515(1-12周) 陶昉敏(1-12周)
星期五  第1节--第2节
上院515(1-12周) 陶昉敏(1-12周)",                                                                                                                                                                                                                                                                    ,2017,2018-2019,2,101,,
船舶海洋与建筑工程学院,陶昉敏,副教授                  ,计算固体力学与程序设计                            ,001-(2018-2019-2)EM310(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第7节--第8节
东下院104(1-16周) 陶昉敏(1-16周)
星期五  第3节--第4节
东下院104(1-16周) 陶昉敏(1-16周)",限工程力学专业                                                                                                                                                                                                                                                      ,2016,2018-2019,2,23,东下院104,闵行东下院      
船舶海洋与建筑工程学院,滕念管,副教授                  ,钢结构基本原理                                    ,001-(2018-2019-2)CV328(教学班),32,2,"行课安排为第1-16周,其中:
星期一  第7节--第8节
东下院204(1-16周) 滕念管(1-16周)
东下院204(1-16周) 赵金城(1-16周)",限土木工程，赵金城（1-7周），滕念管（8-16周）,2016,2018-2019,2,41,东下院204,闵行东下院      
船舶海洋与建筑工程学院,时钟,教授                    ,湍流                                              ,001-(2018-2019-2)SP271(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第9节--第10节
东下院210(1-16周) 时钟(1-16周)",大一新生                                                                                                                                                                                                                                                            ,2018,2018-2019,2,10,东下院210,闵行东下院      
船舶海洋与建筑工程学院,张家春,副教授                  ,土木工程项目管理                                  ,001-(2018-2019-2)CV336(教学班),32,2,"行课安排为第1-16周,其中:
星期五  第1节--第2节
东下院204(1-16周) 张家春(1-16周)",限土木工程                                                                                                                                                                                                                                                          ,2016,2018-2019,2,39,东下院204,闵行东下院      
船舶海洋与建筑工程学院,肖龙飞,教授                    ,海洋可再生能源                                    ,001-(2018-2019-2)OC902(教学班),32,2,"行课安排为第1-16周,其中:
星期一  第9节--第10节
东下院304(1-16周) 吕海宁(1-16周)
东下院304(1-16周) 肖龙飞(1-16周)",                                                                                                                                                                                                                                                                    ,0,2018-2019,2,34,东下院304,闵行东下院      
船舶海洋与建筑工程学院,刘西拉,教授                    ,土木工程概论                                      ,001-(2018-2019-2)CV104(教学班),16,1,"行课安排为第1-8周,其中:
星期三  第3节--第4节
上院409(1-8周) 刘西拉(1-8周)",限土木，双语授课                                                                                                                                                                                                                                                    ,2017,2018-2019,2,47,,
船舶海洋与建筑工程学院,刘西拉,教授                    ,工程可靠性与国内外规范                            ,001-(2018-2019-2)CV361(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第9节--第10节
东下院204(1-16周) 刘西拉(1-16周)
东下院204(1-16周) 寇新建(1-16周)","寇新建1-8周，刘西拉9-16周，限土木工程,双语授课",2016,2018-2019,2,29,东下院204,闵行东下院      
