yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs,jsdm,jxlmc
船舶海洋与建筑工程学院,许劲松,副教授                  ,海洋结构物动力学                                  ,001-(2016-2017-1)NA317(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第3节--第4节
东中院2-302(1-8周) 许劲松(1-8周)
星期三  第3节--第4节
东中院2-302(1-8周) 许劲松(1-8周)",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2013,2016-2017,1,25,东中院2-302,闵行东中院      
船舶海洋与建筑工程学院,许劲松,副教授                  ,船舶与海洋工程自主创新实验                        ,001-(2016-2017-1)NA322(教学班),51,3,"行课安排为第1-16周,其中:
星期五  第6节--第8节
 不安排教室 许劲松(1-16周)",限船舶与海洋工程、轮机工程专业学生修读                                                                                                                                                                                                                              ,2014,2016-2017,1,30,,
船舶海洋与建筑工程学院,朱仁传,教授                    ,船舶原理（1－静力学与阻力）,002-(2016-2017-1)NA327(教学班),51,3,"行课安排为第1-12周,其中:
星期一  第3节--第4节
东下院101(1-12周) 朱仁传(1-12周)
星期四  第1节--第2节
东下院101(1-12周) 朱仁传(1-12周)","全英文授课,限船工专业                                                                                                                                                                                                                                               ",2014,2016-2017,1,16,东下院101,闵行东下院      
船舶海洋与建筑工程学院,朱仁传,教授                    ,高性能船理论                                      ,001-(2016-2017-1)NA410(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第9节--第10节
东中院2-302(1-8周) 朱仁传(1-8周)
星期四  第3节--第4节
东中院2-302(1-8周) 朱仁传(1-8周)",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2013,2016-2017,1,34,东中院2-302,闵行东中院      
船舶海洋与建筑工程学院,姜静,副教授                  ,建筑结构（1）,001-(2016-2017-1)AR301(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期三  第1节--第2节
东下院305(1-16周).姜静","限建筑
                                                                                                                                                                                                                                                            ",2014,2016-2017,1,36,东下院305,闵行东下院      
船舶海洋与建筑工程学院,姜静,副教授                  ,混凝土结构课程设计                                ,001-(2016-2017-1)CV358(教学班),32,2,"行课安排为第1-8周,其中:
星期三  第3节--第4节
东中院1-102(1-8周) 何军(1-8周)
东中院1-102(1-8周) 姜静(1-8周)
星期五  第7节--第8节
东中院1-102(1-8周) 何军(1-8周)
东中院1-102(1-8周) 姜静(1-8周)","限土木
                                                                                                                                                                                                                                                            ",2013,2016-2017,1,37,东中院1-102,闵行东中院      
船舶海洋与建筑工程学院,方从启,副教授                  ,桥梁工程                                          ,001-(2016-2017-1)CV427(教学班),32,2,"行课安排为第9周 --- 第16周,其中:
星期二  第7节--第8节
东中院1-102(9-16周).方从启 副教授
星期五  第1节--第2节
东中院1-102(9-16周).方从启 副教授","限土木
                                                                                                                                                                                                                                                            ",2013,2016-2017,1,27,东中院1-102,闵行东中院      
船舶海洋与建筑工程学院,薛雷平,教授                    ,工程流体力学（A类）                               ,005-(2016-2017-1)EM003(教学班),51,3,"行课安排为第1周 --- 第12周,其中:
星期二  第3节--第4节
东下院503(1-12周).薛雷平
东下院503(1-12周).宫兆新
星期四  第3节--第4节
东下院503(1-12周).薛雷平
东下院503(1-12周).宫兆新",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,36,东下院503,闵行东下院      
船舶海洋与建筑工程学院,薛雷平,教授                    ,流体力学（C类）（2）,002-(2016-2017-1)EM301(教学班),48,3,"行课安排为第1-12周,其中:
星期二  第1节--第2节
东上院103(1-12周) 陈瑛(1-12周)
东上院103(1-12周) 薛雷平(1-12周)
星期四  第1节--第2节
东上院103(1-12周) 陈瑛(1-12周)
东上院103(1-12周) 薛雷平(1-12周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,19,东上院103,闵行东上院      
船舶海洋与建筑工程学院,陈龙珠,教授                    ,防灾工程学导论                                    ,001-(2016-2017-1)CV343(教学班),32,2,"行课安排为第9-16周,其中:
星期一  第7节--第8节
东下院302(9-16周) 陈龙珠(9-16周)
星期三  第1节--第2节
东下院302(9-16周) 陈龙珠(9-16周)","限土木
                                                                                                                                                                                                                                                            ",2014,2016-2017,1,19,东下院302,闵行东下院      
船舶海洋与建筑工程学院,于洪洁,副教授                  ,理论力学（E类）                                   ,005-(2016-2017-1)EM210(教学班),64,4,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
上院200(1-16周).于洪洁
星期五  第1节--第2节
上院200(1-16周).于洪洁",仅限工科平台                                                                                                                                                                                                                                                        ,2015,2016-2017,1,149,上院200,闵行上院        
船舶海洋与建筑工程学院,李朝阳,研究员                  ,城市规划原理                                      ,001-(2016-2017-1)AR306(教学班),32,2,"行课安排为第1-8周,其中:
星期二  第1节--第2节
东中院1-104(1-8周) 李朝阳(1-8周)
星期五  第7节--第8节
东中院1-104(1-8周) 李朝阳(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,35,东中院1-104,闵行东中院      
船舶海洋与建筑工程学院,李喆,高级实验师              ,现代结构实验技术                                  ,001-(2016-2017-1)NA462(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第7节--第8节
东中院2-302(1-8周) 李喆(1-8周)
东中院2-302(1-8周) 蔡忠华(1-8周)","限船舶与海洋工程、轮机工程专业学生修读,合班上;实验学时不排教室                                                                                                                                                                                                      ",2013,2016-2017,1,7,东中院2-302,闵行东中院      
船舶海洋与建筑工程学院,赵冬梅,工程师                  ,外国古代建筑史                                    ,001-(2016-2017-1)AR221(教学班),32,2,"行课安排为第1-16周,其中:
星期四  第3节--第4节
东中院1-104(1-16周) 赵冬梅(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,39,东中院1-104,闵行东中院      
船舶海洋与建筑工程学院,张卫刚,教授                    ,工程力学实验（1）,004-(2016-2017-1)EM205(教学班),16,1,"行课安排为第1周 --- 第9周,其中:
星期四  第9节--第10节
.(1-9周).张卫刚 教授",第1周周一910节，5个班集中上绪论课，教室中院100,2015,2016-2017,1,12,,
船舶海洋与建筑工程学院,孙红,副教授                  ,工程地质                                          ,001-(2016-2017-1)CV302(教学班),32,2,"行课安排为第1-8周,其中:
星期二  第3节--第4节
东下院302(1-8周) 孙红(1-8周)
星期五  第7节--第8节
东下院302(1-8周) 孙红(1-8周)","限土木
                                                                                                                                                                                                                                                            ",2014,2016-2017,1,46,东下院302,闵行东下院      
船舶海洋与建筑工程学院,孙红,副教授                  ,相似理论与模型试验                                ,001-(2016-2017-1)CV419(教学班),16,1,"行课安排为第9-16周,其中:
星期二  第3节--第4节
东中院1-102(9-16周) 孙红(9-16周)","限土木
                                                                                                                                                                                                                                                            ",2013,2016-2017,1,8,东中院1-102,闵行东中院      
船舶海洋与建筑工程学院,宋晓冰,副教授                  ,混凝土结构原理                                    ,001-(2016-2017-1)CV216(教学班),64,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
东下院302(1-16周) 宋晓冰(1-16周)
星期四  第7节--第8节
东下院302(1-16周) 宋晓冰(1-16周)","限土木
                                                                                                                                                                                                                                                            ",2014,2016-2017,1,49,东下院302,闵行东下院      
船舶海洋与建筑工程学院,蔡国平,教授                    ,理论力学（E类）                                   ,004-(2016-2017-1)EM210(教学班),64,4,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
东上院201(1-16周).蔡国平
星期五  第1节--第2节
东上院201(1-16周).蔡国平",仅限工科平台                                                                                                                                                                                                                                                        ,2015,2016-2017,1,150,东上院201,闵行东上院      
船舶海洋与建筑工程学院,蔡国平,教授                    ,振动理论                                          ,001-(2016-2017-1)EM302(教学班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期三  第1节--第2节
东中院4-405(1-16周).蔡国平
星期五  第7节--第8节
东中院4-405(1-16周).蔡国平
双周
星期三  第1节--第2节
东中院4-405(1-16周).蔡国平","限力学
                                                                                                                                                                                                                                                            ",2014,2016-2017,1,18,东中院4-405,闵行东中院      
船舶海洋与建筑工程学院,王迎光,高级工程师              ,船舶原理（1－静力学与阻力）,001-(2016-2017-1)NA327(教学班),51,3,"行课安排为第1周 --- 第12周,其中:
星期一  第3节--第4节
东下院106(1-12周).王迎光
东下院106(1-12周).张怀新
星期四  第1节--第2节
东下院106(1-12周).王迎光
东下院106(1-12周).张怀新",王迎光双语授课，张怀新中文授课；限船工专业                                                                                                                                                                                                                          ,2014,2016-2017,1,50,东下院106,闵行东下院      
船舶海洋与建筑工程学院,何军,副教授                  ,钢筋混凝土结构                                    ,001-(2016-2017-1)CV426(教学班),48,3,"行课安排为第1周 --- 第12周,其中:
星期一  第1节--第2节
东中院2-101(1-12周).何军
星期三  第1节--第2节
东中院2-101(1-12周).何军","限力学

                                                                                                                                                                                                                                                          ",2013,2016-2017,1,24,东中院2-101,闵行东中院      
船舶海洋与建筑工程学院,周岱,教授                    ,土木建筑与可持续发展                              ,001-(2016-2017-1)SP208(教学班),16,1,"行课安排为第8周 --- 第11周,其中:
星期二  第9节--第10节
东中院4-105(8-11周).包艳
东中院4-105(8-11周).周岱
星期四  第7节--第8节
东中院4-105(8-11周).包艳
东中院4-105(8-11周).周岱",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,18,东中院4-105,闵行东中院      
船舶海洋与建筑工程学院,李四平,副教授                  ,工程力学（1-理论力学部分）,002-(2016-2017-1)EM005(教学班),42,2.5,"行课安排为第1周 --- 第14周,其中:
单周
星期三  第1节--第2节
中院313(1-14周).李四平
星期五  第3节--第4节
中院313(1-14周).李四平
双周
星期三  第1节--第2节
中院313(1-14周).李四平",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,31,中院313,闵行中院        
船舶海洋与建筑工程学院,李四平,副教授                  ,工程力学（1-理论力学部分）,002-(2016-2017-1)EM019(教学班),34,2,"行课安排为第1周 --- 第16周,其中:
星期五  第1节--第2节
下院201(1-16周).李四平",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,28,下院201,闵行下院        
船舶海洋与建筑工程学院,李四平,副教授                  ,理论力学（C类）                                   ,001-(2016-2017-1)EM151(教学班),64,4,"行课安排为第3周 --- 第13周,其中:
星期三  第11节--第13节
上院307(3-13周).李四平
星期五  第11节--第13节
上院307(3-13周).李四平",重修班，仅供不及格同学修读。                                                                                                                                                                                                                                        ,2016,2016-2017,1,26,上院307,闵行上院        
船舶海洋与建筑工程学院,李四平,副教授                  ,材料力学                                          ,001-(2016-2017-1)EM207(教学班),48,3,"行课安排为第3周 --- 第11周,其中:
星期二  第11节--第13节
上院101(3-11周).李四平
星期四  第11节--第13节
上院101(3-11周).李四平",重修班，仅供不及格同学修读。                                                                                                                                                                                                                                        ,2016,2016-2017,1,40,上院101,闵行上院        
船舶海洋与建筑工程学院,孙峰,高级工程师              ,工程力学实验（1）,003-(2016-2017-1)EM205(教学班),16,1,"行课安排为第1周 --- 第9周,其中:
星期二  第9节--第10节
.(1-9周).孙峰 高级工程师",第1周周一910节，5个班集中上绪论课，教室中院100,2015,2016-2017,1,15,,
船舶海洋与建筑工程学院,黄小平,副教授                  ,船舶结构力学                                      ,002-(2016-2017-1)NA331(教学班),64,4,"行课安排为第1-16周,其中:
星期三  第1节--第2节
东下院101(1-16周) 黄小平(1-16周)
星期五  第3节--第4节
东下院101(1-16周) 黄小平(1-16周)",全英文授课；限船工专业                                                                                                                                                                                                                                              ,2014,2016-2017,1,18,东下院101,闵行东下院      
船舶海洋与建筑工程学院,马宏旺,副教授                  ,结构试验                                          ,001-(2016-2017-1)CV307(教学班),34,2,"行课安排为第9-16周,其中:
星期二  第1节--第2节
东下院302(9-16周) 马宏旺(9-16周)
星期五  第1节--第2节
东下院302(9-16周) 马宏旺(9-16周)","限土木
                                                                                                                                                                                                                                                            ",2014,2016-2017,1,44,东下院302,闵行东下院      
船舶海洋与建筑工程学院,刘小凯,工程师                  ,造型与表达                                        ,001-(2016-2017-1)AR114(行政班),32,2,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
东上院304(1-16周).刘小凯",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,51,东上院304,闵行东上院      
船舶海洋与建筑工程学院,刘小凯,工程师                  ,设计与软件技术（3）,001-(2016-2017-1)CS128(教学班),16,1,"行课安排为第1周 --- 第8周,其中:
星期六  第3节--第4节
.(1-8周).刘小凯 工程师",仅限建筑学专业 虚拟时间                                                                                                                                                                                                                                             ,2015,2016-2017,1,24,,
船舶海洋与建筑工程学院,房詠柳,副研究员                ,流场测量理论与技术                                ,001-(2016-2017-1)EM401(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第3节--第4节
东中院1-202(1-16周) 房詠柳(1-16周)",限力学                                                                                                                                                                                                                                                              ,2013,2016-2017,1,24,东中院1-202,闵行东中院      
船舶海洋与建筑工程学院,邹早建,教授                    ,船舶原理与结构                                    ,001-(2016-2017-1)NA325(教学班),60,3.5,"行课安排为第1-14周,其中:
星期一  第3节--第4节
东中院4-505(1-14周) 邹早建(1-14周)
东中院4-505(1-14周) 邹璐(1-14周)
星期三  第3节--第4节
东中院4-505(1-14周) 邹早建(1-14周)
东中院4-505(1-14周) 邹璐(1-14周)",限轮机工程专业学生修读                                                                                                                                                                                                                                              ,2014,2016-2017,1,23,东中院4-505,闵行东中院      
船舶海洋与建筑工程学院,马文军,副教授                  ,建筑设计及原理（3-1）,001-(2016-2017-1)AR403(教学班),128,8,"行课安排为第1-16周,其中:
星期一  第7节--第10节
 不安排教室 马文军(1-16周)
 不安排教室 王林(1-16周)
 不安排教室 张清(1-16周)
 不安排教室 吴建(1-16周)
星期四  第7节--第10节
 不安排教室 马文军(1-16周)
 不安排教室 王林(1-16周)
 不安排教室 张清(1-16周)
 不安排教室 吴建(1-16周)",建筑学专用教室                                                                                                                                                                                                                                                      ,2013,2016-2017,1,41,,
船舶海洋与建筑工程学院,王春江,副教授                  ,土木工程应用软件                                  ,001-(2016-2017-1)CV440(教学班),32,2,"行课安排为第1-16周,其中:
星期五  第3节--第4节
东中院1-102(1-16周) 王春江(1-16周)",限土木，安排机房27学时,2013,2016-2017,1,53,东中院1-102,闵行东中院      
船舶海洋与建筑工程学院,吕爱民,副教授                  ,建筑设计及原理（2-1）,001-(2016-2017-1)AR307(教学班),128,8,"行课安排为第1-16周,其中:
星期一  第7节--第10节
 不安排教室 吕爱民(1-16周)
 不安排教室 张健(1-16周)
 不安排教室 蔡军(1-16周)
 不安排教室 刘杰(1-16周)
星期四  第7节--第10节
 不安排教室 吕爱民(1-16周)
 不安排教室 张健(1-16周)
 不安排教室 蔡军(1-16周)
 不安排教室 刘杰(1-16周)",建筑学专用教室上课。                                                                                                                                                                                                                                                ,2014,2016-2017,1,33,,
船舶海洋与建筑工程学院,陈俐,副教授                  ,力学仿生——启示与探索                            ,001-(2016-2017-1)ME905(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
中院102(1-16周).陈俐
中院102(1-16周).林志良",                                                                                                                                                                                                                                                                    ,0,2016-2017,1,30,中院102,闵行中院        
船舶海洋与建筑工程学院,陈俐,副教授                  ,传热学（B类）                                     ,001-(2016-2017-1)NA332(教学班),40,2.5,"行课安排为第9-16周,其中:
星期二  第3节--第5节
东中院4-505(9-16周) 陈俐(9-16周)
星期五  第3节--第4节
东中院4-505(9-16周) 陈俐(9-16周)",限轮机工程专业学生修读                                                                                                                                                                                                                                              ,2014,2016-2017,1,21,东中院4-505,闵行东中院      
船舶海洋与建筑工程学院,余龙,副教授                  ,船舶贸易与经营                                    ,001-(2016-2017-1)TR332(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第9节--第10节
东下院101(1-8周) 余龙(1-8周)
星期三  第3节--第4节
东下院101(1-8周) 余龙(1-8周)",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2014,2016-2017,1,41,东下院101,闵行东下院      
船舶海洋与建筑工程学院,陈震,副教授                  ,船舶与海洋工程结构设计                            ,001-(2016-2017-1)NA467(教学班),51,3,"行课安排为第1-10周,其中:
星期二  第6节--第8节
东中院2-302(1-10周) 陈震(1-10周)
东中院2-302(1-10周) 薛鸿祥(1-10周)
星期五  第3节--第4节
东中院2-302(1-10周) 陈震(1-10周)
东中院2-302(1-10周) 薛鸿祥(1-10周)",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2013,2016-2017,1,73,东中院2-302,闵行东中院      
船舶海洋与建筑工程学院,王本龙,教授                    ,流体力学（土木）                                  ,001-(2016-2017-1)EM315(教学班),32,2,"行课安排为第1-8周,其中:
星期二  第1节--第2节
东中院4-405(1-8周) 王本龙(1-8周)
星期五  第1节--第2节
东中院4-405(1-8周) 王本龙(1-8周)","限土木
                                                                                                                                                                                                                                                            ",2014,2016-2017,1,46,东中院4-405,闵行东中院      
船舶海洋与建筑工程学院,张景新,副教授                  ,工程力学（1-理论力学部分）,003-(2016-2017-1)EM005(教学班),42,2.5,"行课安排为第1周 --- 第14周,其中:
单周
星期三  第1节--第2节
中院409(1-14周).张景新
星期五  第3节--第4节
中院409(1-14周).张景新
双周
星期三  第1节--第2节
中院409(1-14周).张景新",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,33,中院409,闵行中院        
船舶海洋与建筑工程学院,陈锦剑,教授                    ,基坑工程课程设计                                  ,002-(2016-2017-1)CV443(教学班),34,2,"行课安排为第1周 --- 第8周,其中:
星期一  第7节--第10节
.(1-8周).陈锦剑 副教授
.(1-8周).叶冠林 教授",限土木                                                                                                                                                                                                                                                              ,2013,2016-2017,1,16,,
船舶海洋与建筑工程学院,张璐璐,教授                    ,建筑力学（1）,001-(2016-2017-1)AR105(教学班),34,2,"行课安排为第9周 --- 第16周,其中:
星期二  第1节--第2节
中院108(9-16周).张璐璐
星期五  第3节--第4节
中院108(9-16周).张璐璐",仅限建筑学                                                                                                                                                                                                                                                          ,2015,2016-2017,1,24,中院108,闵行中院        
船舶海洋与建筑工程学院,史健勇,副教授                  ,建设法规                                          ,001-(2016-2017-1)LA432(教学班),16,1,"行课安排为第9-16周,其中:
星期三  第1节--第2节
东中院1-102(9-16周) 史健勇(9-16周)","限土木

                                                                                                                                                                                                                                                          ",2013,2016-2017,1,53,东中院1-102,闵行东中院      
船舶海洋与建筑工程学院,徐航,副研究员                ,海洋学导论                                        ,002-(2016-2017-1)OC901(教学班),32,2,"行课安排为第5周 --- 第15周,其中:
星期二  第11节--第13节
中院102(5-15周).徐航","除船舶与海洋工程专业外本科生
拟使用教材：海洋科学导论                                                                                                                                                                                                              ",0,2016-2017,1,30,中院102,闵行中院        
船舶海洋与建筑工程学院,高圣彬,副教授                  ,钢结构设计                                        ,001-(2016-2017-1)CV423(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第3节--第4节
东中院1-102(1-16周) 高圣彬(1-16周)
东中院1-102(1-16周) 邱国志(1-16周)",限土木                                                                                                                                                                                                                                                              ,2013,2016-2017,1,37,东中院1-102,闵行东中院      
船舶海洋与建筑工程学院,胡昊,教授                    ,工程经济学（E类）                                 ,001-(2016-2017-1)EC309(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
下院106(1-16周).胡昊
下院106(1-16周).史健勇",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,61,下院106,闵行下院        
船舶海洋与建筑工程学院,胡昊,教授                    ,工程经济与管理                                    ,001-(2016-2017-1)EC901(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
东上院202(1-16周).胡昊
东上院202(1-16周).徐峰
东上院202(1-16周).史健勇",自编讲义                                                                                                                                                                                                                                                            ,0,2016-2017,1,60,东上院202,闵行东上院      
船舶海洋与建筑工程学院,胡昊,教授                    ,工程项目管理                                      ,001-(2016-2017-1)TR401(教学班),34,2,"行课安排为第1-16周,其中:
星期三  第1节--第2节
东中院1-101(1-16周) 胡昊(1-16周)
东中院1-101(1-16周) 吴凡(1-16周)",全英文授课                                                                                                                                                                                                                                                          ,2013,2016-2017,1,22,东中院1-101,闵行东中院      
船舶海洋与建筑工程学院,胡昊,教授                    ,国际海事政策与法规                                ,001-(2016-2017-1)TR409(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第9节--第10节
东中院1-101(1-16周) 胡昊(1-16周)",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,23,东中院1-101,闵行东中院      
船舶海洋与建筑工程学院,陈自强,副研究员                ,船舶动力装置故障诊断及可靠性                      ,001-(2016-2017-1)NA417(教学班),34,2,"行课安排为第1-16周,其中:
星期二  第1节--第2节
东下院102(1-16周) 陈自强(1-16周)",限轮机工程专业学生修读                                                                                                                                                                                                                                              ,2013,2016-2017,1,21,东下院102,闵行东下院      
船舶海洋与建筑工程学院,卢琦,讲师(高校)              ,室内设计原理                                      ,001-(2016-2017-1)AR309(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第3节--第4节
东中院1-104(1-16周) 卢琦(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,38,东中院1-104,闵行东中院      
船舶海洋与建筑工程学院,周拥军,讲师(高校)              ,测量学                                            ,001-(2016-2017-1)CV001(教学班),51,3,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第5节
中院108(1-16周).寇新建
中院108(1-16周).周拥军",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,38,中院108,闵行中院        
船舶海洋与建筑工程学院,洪嘉振,教授                    ,理论力学（D类）                                   ,004-(2016-2017-1)EM001(教学班),76,4.5,"行课安排为第1周 --- 第15周,其中:
单周
星期一  第3节--第4节
下院305(1-15周).洪嘉振
星期三  第1节--第2节
下院305(1-15周).洪嘉振
星期五  第7节--第8节
下院305(1-15周).洪嘉振
双周
星期一  第3节--第4节
下院305(1-15周).洪嘉振
星期三  第1节--第2节
下院305(1-15周).洪嘉振",面向机械工程及自动化试点班、机械钱学森班开课                                                                                                                                                                                                                        ,2015,2016-2017,1,92,下院305,闵行下院        
船舶海洋与建筑工程学院,沈勇,高级工程师              ,工程力学实验（1）,001-(2016-2017-1)EM205(教学班),16,1,"行课安排为第1周 --- 第9周,其中:
星期一  第9节--第10节
.(1-9周).沈勇 高级工程师",第1周周一910节，5个班集中上绪论课，教室中院100,2015,2016-2017,1,25,,
船舶海洋与建筑工程学院,杨建民,教授                    ,海洋工程环境载荷与水动力性能                      ,001-(2016-2017-1)NA409(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第1节--第2节
东中院2-302(1-16周) 杨建民(1-16周)
东中院2-302(1-16周) 李欣(1-16周)",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2013,2016-2017,1,19,东中院2-302,闵行东中院      
船舶海洋与建筑工程学院,唐科范,副教授                  ,工程流体力学（A类）                               ,002-(2016-2017-1)EM003(教学班),51,3,"行课安排为第1周 --- 第12周,其中:
星期二  第3节--第4节
东下院405(1-12周).唐科范
星期四  第3节--第4节
东下院405(1-12周).唐科范",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,75,东下院405,闵行东下院      
船舶海洋与建筑工程学院,余征跃,高级工程师              ,工程力学实验（1）,002-(2016-2017-1)EM205(教学班),16,1,"行课安排为第1周 --- 第9周,其中:
星期一  第9节--第10节
.(1-9周).余征跃 高级工程师",第1周周一910节，5个班集中上绪论课，教室中院100,2015,2016-2017,1,25,,
船舶海洋与建筑工程学院,刘锦阳,教授                    ,理论力学（D类）                                   ,005-(2016-2017-1)EM001(教学班),76,4.5,"行课安排为第1周 --- 第15周,其中:
星期一  第9节--第10节
东上院100(1-15周).刘锦阳 教授
星期五  第3节--第5节
东上院100(1-15周).刘锦阳 教授",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,143,东上院100,闵行东上院      
船舶海洋与建筑工程学院,孙雁,副教授                  ,材料力学（B类）                                   ,002-(2016-2017-1)EM012(教学班),64,4,"行课安排为第1周 --- 第16周,其中:
星期二  第1节--第2节
下院210(1-16周).孙雁
星期五  第1节--第2节
下院210(1-16周).孙雁",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,63,下院210,闵行下院        
船舶海洋与建筑工程学院,易宏,教授                    ,船舶可靠性                                        ,002-(2016-2017-1)NA319(教学班),34,2,"行课安排为第1周 --- 第8周,其中:
星期一  第7节--第8节
东下院101(1-8周).易宏 教授
东下院101(1-8周).梁晓锋 助理研究员
星期四  第7节--第8节
东下院101(1-8周).易宏 教授
东下院101(1-8周).梁晓锋 助理研究员",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2014,2016-2017,1,54,东下院101,闵行东下院      
船舶海洋与建筑工程学院,易宏,教授                    ,现代舰船设计概论                                  ,002-(2016-2017-1)NA438(教学班),34,2,"行课安排为第9周 --- 第16周,其中:
星期三  第1节--第2节
东中院2-302(9-16周).易宏 教授
东中院2-302(9-16周).李英辉 讲师(高校)
星期五  第7节--第8节
东中院2-302(9-16周).易宏 教授
东中院2-302(9-16周).李英辉 讲师(高校)",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2013,2016-2017,1,21,东中院2-302,闵行东中院      
船舶海洋与建筑工程学院,曾一非,副教授                  ,海洋工程环境学                                    ,001-(2016-2017-1)NA351(教学班),34,2,"行课安排为第9-16周,其中:
星期一  第7节--第8节
东下院101(9-16周) 曾一非(9-16周)
星期四  第7节--第8节
东下院101(9-16周) 曾一非(9-16周)",限船舶与海洋工程专业学生修读                                                                                                                                                                                                                                        ,2014,2016-2017,1,63,东下院101,闵行东下院      
船舶海洋与建筑工程学院,曾一非,副教授                  ,海洋学导论                                        ,004-(2016-2017-1)OC901(教学班),32,2,"行课安排为第5周 --- 第15周,其中:
星期五  第9节--第11节
.(5-15周).曾一非 副教授
.(5-15周).徐雪松 讲师(高校)
.(5-15周).徐航 副研究员",仅限徐汇校区高年级同学选课.上课地点:徐汇校区:徐汇新上院S411,0,2016-2017,1,30,,
船舶海洋与建筑工程学院,曾一非,副教授                  ,海洋学导论                                        ,001-(2016-2017-1)OC901(教学班),32,2,"行课安排为第5周 --- 第15周,其中:
星期二  第11节--第13节
中院101(5-15周).曾一非","除船舶与海洋工程专业外本科生
拟使用教材：海洋科学导论                                                                                                                                                                                                              ",0,2016-2017,1,31,中院101,闵行中院        
船舶海洋与建筑工程学院,陶昉敏,副教授                  ,材料力学（B类）                                   ,001-(2016-2017-1)EM012(教学班),64,4,"行课安排为第1周 --- 第16周,其中:
星期二  第1节--第2节
下院208(1-16周).陶昉敏
星期五  第1节--第2节
下院208(1-16周).陶昉敏",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,44,下院208,闵行下院        
船舶海洋与建筑工程学院,王熙,教授                    ,静态测试原理与工程应用                            ,001-(2016-2017-1)EM305(教学班),51,3,"行课安排为第1-13周,其中:
星期一  第3节--第4节
东中院4-302(1-13周) 王熙(1-13周)
星期三  第3节--第4节
东中院4-302(1-13周) 王熙(1-13周)","限力学 
实际上课起讫周为1-12周",2014,2016-2017,1,19,东中院4-302,闵行东中院      
船舶海洋与建筑工程学院,张家春,副教授                  ,建筑设备概论                                      ,001-(2016-2017-1)CV402(教学班),32,2,"行课安排为第1-8周,其中:
星期二  第7节--第8节
东中院1-102(1-8周) 张家春(1-8周)
星期五  第1节--第2节
东中院1-102(1-8周) 张家春(1-8周)",限土木                                                                                                                                                                                                                                                              ,2013,2016-2017,1,20,东中院1-102,闵行东中院      
